energy,value
1200.0,0.0
1600.0,-191.61991182382917
2000.0,-383.2199118238277
2400.0,-574.819911823819
2800.0,-766.3626095112486
3200.0,-957.562609511253
3600.0,-1148.7402182654187
4000.0,-1339.895773820972
4400.0,-1530.820561632092
4800.0,-1721.6205616320876
5200.0,-1912.147491170792
5600.0,-2102.591935615237
6000.0,-2292.7787615746784
6400.0,-2482.877559342174
6800.0,-2672.744226008843
7200.0,-2862.5862066896807
7600.0,-3052.4084289119055
8000.0,-3242.152465059684
8400.0,-3431.7854947071173
8800.0,-3620.5854947071202
9200.0,-3809.336427620132
9600.0,-3998.0030942868034
10000.0,-4181.111016619056
10400.0,-4350.0791688712125
10800.0,-4514.480123365305
