energy,value
1200.0,0.0
1600.0,-191.52727502644848
2000.0,-368.31085220113164
2400.0,-558.5794031179103
2800.0,-751.4382329022992
3200.0,-956.0975519367712
3600.0,-1148.2078054939993
4000.0,-1311.8456101712218
4400.0,-1535.1190341527254
4800.0,-1704.241575005195
5200.0,-1899.5309668566988
5600.0,-2079.9997798186305
6000.0,-2293.9635559878225
6400.0,-2478.443184039912
6800.0,-2673.624356026492
7200.0,-2852.1579295790216
7600.0,-3048.4647915533133
8000.0,-3245.338399815737
8400.0,-3432.8871993549546
8800.0,-3610.6348686315396
9200.0,-3799.401270808383
9600.0,-4002.9865499599327
10000.0,-4191.653216626597
10400.0,-4364.937154658168
10800.0,-4525.320655793788
