energy,value
1200.0,0.0
1600.0,-190.50306675291358
2000.0,-383.2607277765783
2400.0,-586.2981800743364
2800.0,-777.7607302800097
3200.0,-956.8198569589367
3600.0,-1148.9108567158764
4000.0,-1352.3129427114109
4400.0,-1541.4215018092655
4800.0,-1725.6057129378096
5200.0,-1922.8444987917828
5600.0,-2114.442771943577
6000.0,-2303.4723598237106
6400.0,-2494.9133568325706
6800.0,-2682.5201285529256
7200.0,-2874.09444417699
7600.0,-3063.593149474116
8000.0,-3244.641662780814
8400.0,-3435.3813815046087
8800.0,-3619.4341662679
9200.0,-3811.013371695015
9600.0,-3998.215394040999
10000.0,-4191.722760948323
10400.0,-4346.608999023061
10800.0,-4523.808700710986
