energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.20000000000437
2400.0,-574.8000000000029
2800.0,-766.2007637277566
3200.0,-957.4007637277537
3600.0,-1148.5694073335762
4000.0,-1339.723211680488
4400.0,-1530.5232116804837
4800.0,-1721.247408461728
5200.0,-1911.6918529061659
5600.0,-2101.9988815142424
6000.0,-2292.1766592920176
6400.0,-2482.153432670377
6800.0,-2672.020099337038
7200.0,-2861.850572710333
7600.0,-3051.670894582756
8000.0,-3241.404227916093
8400.0,-3430.939266929723
8800.0,-3619.739266929726
9200.0,-3808.486954026812
9600.0,-3997.153620693476
10000.0,-4180.797930096538
10400.0,-4350.849816709
10800.0,-4515.952314508875
