energy,value
1200.0,0.0
1600.0,-191.74281604708813
2000.0,-383.3872604915596
2400.0,-555.0452693635234
2800.0,-766.0237342649052
3200.0,-957.1956222216104
3600.0,-1136.908274752568
4000.0,-1339.217171113356
4400.0,-1517.3989414212774
4800.0,-1698.4116176588868
5200.0,-1900.9916568484332
5600.0,-2089.20529604303
6000.0,-2271.7214837985666
6400.0,-2465.251612301581
6800.0,-2651.680586813127
7200.0,-2843.617485407696
7600.0,-3050.932516933164
8000.0,-3217.0886620822857
8400.0,-3429.781938400545
8800.0,-3619.6868605098316
9200.0,-3783.6511513851983
9600.0,-3994.5093070443545
10000.0,-4178.597734994266
10400.0,-4345.394823550258
10800.0,-4509.919364174864
