energy,value
1200.0,0.0
1600.0,-191.51289186323993
2000.0,-373.7646904402136
2400.0,-575.0195556265389
2800.0,-765.3486206871166
3200.0,-957.4055433214671
3600.0,-1130.8707864649186
4000.0,-1319.5316390123771
4400.0,-1520.1241105158697
4800.0,-1704.3592120508547
5200.0,-1896.081738740264
5600.0,-2088.5576719426026
6000.0,-2291.826329523734
6400.0,-2481.6544662469896
6800.0,-2646.004143992148
7200.0,-2861.541522349369
7600.0,-3051.7940745317683
8000.0,-3216.9199451830937
8400.0,-3430.9749604354074
8800.0,-3619.844702301485
9200.0,-3795.0409947014414
9600.0,-3991.800930709527
10000.0,-4177.295944896883
10400.0,-4344.169302011494
10800.0,-4509.203473544447
