energy,value
1200.0,0.0
1600.0,-195.48317891406623
2000.0,-388.1737056352649
2400.0,-583.2426524325783
2800.0,-757.7178566955263
3200.0,-965.6047588125002
3600.0,-1144.5473920577642
4000.0,-1347.5255673280553
4400.0,-1527.9719755734914
4800.0,-1715.8856246096839
5200.0,-1915.0913517380031
5600.0,-2076.977257569255
6000.0,-2268.1313473300033
6400.0,-2456.439536333979
6800.0,-2678.836887104997
7200.0,-2849.8015204505136
7600.0,-3058.3799498072185
8000.0,-3222.944893509164
8400.0,-3430.0632163038463
8800.0,-3613.0897123961186
9200.0,-3809.422147825091
9600.0,-3998.5525086578637
10000.0,-4181.861634651621
10400.0,-4348.639755252094
10800.0,-4513.2031676941915
