energy,value
1200.0,0.0
1600.0,-189.79251943756026
2000.0,-379.52585277089383
2400.0,-568.7547347594591
2800.0,-757.5547347594584
3200.0,-946.2611765241345
3600.0,-1134.9278431908006
4000.0,-1313.287181120073
4400.0,-1486.7087805460378
4800.0,-1656.698743580986
5200.0,-1821.720965803208
5600.0,-1985.184003747143
6000.0,-2144.988003747143
6400.0,-2304.184188797697
6800.0,-2462.8202405289467
7200.0,-2621.112350097281
7600.0,-2779.3052037958932
8000.0,-2937.4311275358923
8400.0,-3095.415685966309
8800.0,-3253.023685966309
9200.0,-3410.5159511279744
9600.0,-3567.899059006726
10000.0,-3725.1686618217245
10400.0,-3882.3377861692243
10800.0,-4039.424365819781
