energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.1999999999971
2400.0,-574.992562693973
2800.0,-766.1925626939628
3200.0,-956.9954176094398
3600.0,-1148.150973164993
4000.0,-1346.8854301781248
4400.0,-1537.6854301781277
4800.0,-1728.177090238125
5200.0,-1910.7449072344389
5600.0,-2100.922685012214
6000.0,-2296.895388265635
6400.0,-2486.7620549323037
6800.0,-2676.6033036334193
7200.0,-2860.4938548491627
7600.0,-3050.253461475826
8000.0,-3247.8235181356285
8400.0,-3436.70811679896
8800.0,-3617.6630696616558
9200.0,-3806.3297363283273
9600.0,-3992.5502534927145
10000.0,-4165.470362637636
10400.0,-4334.538568064418
10800.0,-4499.5607902866395
