energy,value
1200.0,0.0
1600.0,-175.478767689674
2000.0,-384.47944064129115
2400.0,-575.1276383373915
2800.0,-773.5801229822973
3200.0,-961.3089608646696
3600.0,-1156.9610356473568
4000.0,-1342.9193999850613
4400.0,-1537.0734489188799
4800.0,-1727.425249880347
5200.0,-1907.8352472499755
5600.0,-2110.021240209491
6000.0,-2288.2919034804945
6400.0,-2492.238634857371
6800.0,-2680.1513454884807
7200.0,-2850.5674217900632
7600.0,-3059.8048103450637
8000.0,-3247.835324316904
8400.0,-3437.658500878373
8800.0,-3627.017538351327
9200.0,-3814.9774397106303
9600.0,-3998.006923773759
10000.0,-4188.546328430948
10400.0,-4333.279538165345
10800.0,-4520.992276907651
