energy,value
1200.0,0.0
1600.0,-187.71680031523283
2000.0,-379.05762989209325
2400.0,-582.559603681635
2800.0,-776.0344759505169
3200.0,-951.6107755055054
3600.0,-1143.9381506405916
4000.0,-1348.6638169082726
4400.0,-1539.5437772895093
4800.0,-1729.6426366840096
5200.0,-1905.0414065238656
5600.0,-2096.413368932961
6000.0,-2285.239468972075
6400.0,-2481.204953400884
6800.0,-2670.8759695911067
7200.0,-2861.5074032940684
7600.0,-3049.639602379473
8000.0,-3249.2608236193773
8400.0,-3430.4498372734233
8800.0,-3630.2708020659484
9200.0,-3818.016276931223
9600.0,-3997.54651726297
10000.0,-4183.330252992368
10400.0,-4350.7364212663015
10800.0,-4515.252800898648
