energy,value
1200.0,0.0
1600.0,-209.09121165297256
2000.0,-410.9487689050875
2400.0,-587.6488148011995
2800.0,-804.3275141921113
3200.0,-951.0233391588845
3600.0,-1185.5726943828558
4000.0,-1356.4912435941515
4400.0,-1550.3780087167106
4800.0,-1721.4627641330444
5200.0,-1946.153499320324
5600.0,-2139.4162964477073
6000.0,-2305.7809321081368
6400.0,-2515.181643842974
6800.0,-2708.8810111971543
7200.0,-2878.7490528852577
7600.0,-3080.896298457017
8000.0,-3261.8752616988204
8400.0,-3453.076562752307
8800.0,-3636.307053754972
9200.0,-3827.5336711975615
9600.0,-4018.8779225377148
10000.0,-4208.808854956733
10400.0,-4344.133623773392
10800.0,-4542.000347117879
