energy,value
1200.0,0.0
1600.0,-187.93991168771208
2000.0,-377.0860156108465
2400.0,-566.4247805145715
2800.0,-751.5541823942385
3200.0,-917.4207052348665
3600.0,-1082.4429274570884
4000.0,-1243.1122512069014
4400.0,-1402.716297578967
4800.0,-1561.8839821385773
5200.0,-1720.319982138577
5600.0,-1878.5794071920373
6000.0,-2036.754095709859
6400.0,-2194.8554686216885
6800.0,-2352.8346713284427
7200.0,-2510.442671328443
7600.0,-2667.9137081785357
8000.0,-2825.2962713336055
8400.0,-2982.5694329203634
8800.0,-3139.736514360433
9200.0,-3296.81447261386
9600.0,-3453.774472613859
10000.0,-3610.637093180041
10400.0,-3767.461991078155
10800.0,-3924.2213429492786
