energy,value
1200.0,0.0
1600.0,-189.76288711438247
2000.0,-378.3163678578967
2400.0,-571.6080057257714
2800.0,-757.9764733226839
3200.0,-943.76354434124
3600.0,-1091.8494009536334
4000.0,-1271.5159588099086
4400.0,-1431.1235323713008
4800.0,-1590.2761671051085
5200.0,-1748.7649061516713
5600.0,-1907.0312044624916
6000.0,-2065.2117098967756
6400.0,-2223.3310521708117
6800.0,-2381.2908435899844
7200.0,-2538.9525322327936
7600.0,-2696.4568786951495
8000.0,-2853.8670621452857
8400.0,-3011.1875456034268
8800.0,-3168.3780938734035
9200.0,-3325.4845771900145
9600.0,-3482.5031124845154
10000.0,-3639.4258286476397
10400.0,-3796.267542933352
10800.0,-3953.0589141509336
