energy,value
1200.0,0.0
1600.0,-201.49435237234866
2000.0,-379.9986841346872
2400.0,-569.5658398447813
2800.0,-759.3880620670025
3200.0,-957.8297157310371
3600.0,-1130.3103386321527
4000.0,-1319.9835814879298
4400.0,-1486.2416255188036
4800.0,-1650.9027330808276
5200.0,-1810.531875937966
5600.0,-1969.515433998371
6000.0,-2128.0520232811323
6400.0,-2286.355948825483
6800.0,-2444.5365583695784
7200.0,-2602.643415512437
7600.0,-2760.5529453270174
8000.0,-2918.250629458147
8400.0,-3075.7787994287573
8800.0,-3233.2119422858996
9200.0,-3390.5355535920826
9600.0,-3547.7679048115824
10000.0,-3704.9041473508623
10400.0,-3861.953295719173
10800.0,-4018.8824385763182
