energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.20000000000437
2400.0,-574.7122214025003
2800.0,-765.9122214025047
3200.0,-957.0954397111127
3600.0,-1148.250995266666
4000.0,-1339.212391205554
4400.0,-1530.012391205557
4800.0,-1720.5646721444427
5200.0,-1911.009116588888
5600.0,-2101.2295779958367
6000.0,-2291.36784892375
6400.0,-2481.2345155904186
6800.0,-2671.0873755788853
7200.0,-2860.90959780111
7600.0,-3050.6838582586133
8000.0,-3240.4171915919433
8400.0,-3429.4329512998593
8800.0,-3618.232951299862
9200.0,-3806.9038362744395
9600.0,-3994.318033644151
10000.0,-4168.7330548890095
10400.0,-4338.879057114682
10800.0,-4504.3513333838055
