energy,value
1200.0,0.0
1600.0,-181.61243803740945
2000.0,-385.15936570246413
2400.0,-549.400590526202
2800.0,-737.102808982665
3200.0,-957.6220097607511
3600.0,-1148.5868741918166
4000.0,-1340.353844876874
4400.0,-1513.4609756482823
4800.0,-1695.7033653241888
5200.0,-1903.0013444877768
5600.0,-2100.923427138965
6000.0,-2290.3365502006054
6400.0,-2480.689770456949
6800.0,-2669.795516472739
7200.0,-2857.6514102064466
7600.0,-3041.9450919599403
8000.0,-3243.04191286298
8400.0,-3430.6078645870293
8800.0,-3621.4146582125177
9200.0,-3807.650722762177
9600.0,-3996.5757305142834
10000.0,-4170.664141906025
10400.0,-4351.307749857908
10800.0,-4516.32997208013
