energy,value
1200.0,0.0
1600.0,-187.2511622695747
2000.0,-378.00344693779334
2400.0,-541.0652302852104
2800.0,-766.8815937633117
3200.0,-929.2306116454565
3600.0,-1120.4035888008802
4000.0,-1301.3415498581599
4400.0,-1498.3225208338336
4800.0,-1693.0825333572502
5200.0,-1911.5797871619216
5600.0,-2102.942957184372
6000.0,-2260.4413690392175
6400.0,-2453.4610031887787
6800.0,-2642.7889576585367
7200.0,-2833.2060821758714
7600.0,-3022.8183898341376
8000.0,-3213.2042131051276
8400.0,-3432.251446222348
8800.0,-3620.369408595936
9200.0,-3809.8443444238947
9600.0,-3969.660028972714
10000.0,-4154.4466937046745
10400.0,-4351.356366808817
10800.0,-4516.05115497738
