energy,value
1200.0,0.0
1600.0,-189.73385988648988
2000.0,-379.28456973673747
2400.0,-568.0845697367386
2800.0,-756.8400234931414
3200.0,-945.5066901598075
3600.0,-1130.2050756663066
4000.0,-1304.3343808085065
4400.0,-1470.8264615229473
4800.0,-1635.8486837451692
5200.0,-1797.8749305842848
5600.0,-1957.51963393386
6000.0,-2116.652745218633
6400.0,-2275.0887452186307
6800.0,-2433.325200197587
7200.0,-2591.502031994809
7600.0,-2749.5934427892535
8000.0,-2907.5444370551886
8400.0,-3065.152437055189
8800.0,-3222.618447578521
9200.0,-3379.984966336855
9600.0,-3537.231066929078
10000.0,-3694.3914302628273
10400.0,-3851.472231167827
10800.0,-4008.4295892649097
