energy,value
1200.0,0.0
1600.0,-188.33247472036783
2000.0,-377.984736881328
2400.0,-565.0505195641035
2800.0,-744.3901850302373
3200.0,-909.412407252461
3600.0,-1072.5633760780565
4000.0,-1232.319253364487
4400.0,-1391.511253364486
4800.0,-1550.0689378019852
5200.0,-1708.3979879420876
5600.0,-1866.602606655455
6000.0,-2024.7489115523258
6400.0,-2182.7723839043683
6800.0,-2340.5742441065613
7200.0,-2498.1519241541137
7600.0,-2655.605507574928
8000.0,-2812.964089200983
8400.0,-2970.218256109216
8800.0,-3127.3773720908484
9200.0,-3284.4511073662215
9600.0,-3441.4103322855062
10000.0,-3598.289798621272
10400.0,-3755.1187017625834
10800.0,-3911.891266998042
