energy,value
1200.0,0.0
1600.0,-188.7096467975989
2000.0,-377.3763134642668
2400.0,-558.0355470793183
2800.0,-728.3843828236095
3200.0,-893.4066050458314
3600.0,-1057.5717276965443
4000.0,-1217.3757276965443
4400.0,-1376.630188859759
4800.0,-1535.3308551297596
5200.0,-1693.6630792976157
5600.0,-1851.8618851869014
6000.0,-2009.992150309281
6400.0,-2167.996150309282
6800.0,-2325.639586700592
7200.0,-2483.1434569944013
7600.0,-2640.5467579797587
8000.0,-2797.845887790234
8400.0,-2955.029500648092
8800.0,-3112.1335006480913
9200.0,-3269.0972284585678
9600.0,-3425.9821287524974
10000.0,-3582.8142026004716
10400.0,-3739.5968483944016
10800.0,-3896.2978954289265
