energy,value
1200.0,0.0
1600.0,-178.8843436930547
2000.0,-391.0440549998093
2400.0,-571.6251822528939
2800.0,-774.6667313707585
3200.0,-959.1830658284161
3600.0,-1150.9186430049376
4000.0,-1342.4014460866529
4400.0,-1532.662708522832
4800.0,-1723.999073330262
5200.0,-1914.8598346944418
5600.0,-2105.650962500724
6000.0,-2282.9841901866384
6400.0,-2486.4551392921567
6800.0,-2676.178846143637
7200.0,-2866.7660240158293
7600.0,-3057.3555371620314
8000.0,-3247.0888704953613
8400.0,-3436.507604264116
8800.0,-3632.487425067855
9200.0,-3821.2145910033287
9600.0,-4009.881257669993
10000.0,-4193.939647255262
10400.0,-4361.964613640703
10800.0,-4519.411527798613
