energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.1999999999971
2400.0,-574.7999999999956
2800.0,-766.1168192669647
3200.0,-957.3168192669618
3600.0,-1148.4736487577102
4000.0,-1339.5789224029359
4400.0,-1530.3789224029388
4800.0,-1721.0480471370392
5200.0,-1911.4924915814772
5600.0,-2101.829471622492
6000.0,-2292.0072494002743
6400.0,-2481.998766801604
6800.0,-2671.865433468265
7200.0,-2861.6987962000057
7600.0,-3051.5210184222306
8000.0,-3241.2613737451466
8400.0,-3430.805035264333
8800.0,-3619.605035264336
9200.0,-3808.3539407095886
9600.0,-3997.020607376253
10000.0,-4179.148015909421
10400.0,-4346.738372808679
10800.0,-4511.270130072022
