energy,value
1200.0,0.0
1600.0,-182.12053553269652
2000.0,-384.0853762052284
2400.0,-573.7096247741792
2800.0,-770.3367765766016
3200.0,-934.712678105825
3600.0,-1158.4663913799159
4000.0,-1331.2428809821504
4400.0,-1532.4031205588617
4800.0,-1716.904405258916
5200.0,-1921.3263232105528
5600.0,-2100.880692242805
6000.0,-2301.4762801090255
6400.0,-2480.5324087621048
6800.0,-2681.1865339510186
7200.0,-2845.9593057605816
7600.0,-3025.151963073862
8000.0,-3240.9009766642557
8400.0,-3424.2648191201006
8800.0,-3618.7918994127394
9200.0,-3816.545274642638
9600.0,-3964.7922619810997
10000.0,-4185.073429672622
10400.0,-4352.093712669746
10800.0,-4517.15145827653
