energy,value
1200.0,0.0
1600.0,-211.76098045206163
2000.0,-403.36098045206745
2400.0,-596.493377853425
2800.0,-787.6933778534294
3200.0,-955.989874221239
3600.0,-1164.2227201901187
4000.0,-1362.2634868054738
4400.0,-1542.9151204794252
4800.0,-1738.0191407374077
5200.0,-1928.199210710838
5600.0,-2097.675583378761
6000.0,-2307.11960550573
6400.0,-2483.7258144403822
6800.0,-2685.1651600389305
7200.0,-2861.3392540774075
7600.0,-3059.6071713322453
8000.0,-3247.9781934269195
8400.0,-3446.5615323634484
8800.0,-3634.9410160147672
9200.0,-3828.380298236749
9600.0,-4014.1451188263745
10000.0,-4197.048909468409
10400.0,-4363.827030068882
10800.0,-4528.390442510994
