energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.1999999999971
2400.0,-574.579136487504
2800.0,-765.7791364875011
3200.0,-956.9455127641704
3600.0,-1148.1010683197237
4000.0,-1338.9175655763902
4400.0,-1529.6347202841644
4800.0,-1720.0791647286096
5200.0,-1912.4534309468145
5600.0,-2102.631208724597
6000.0,-2290.606160935822
6400.0,-2480.4728276024834
6800.0,-2670.309344876099
7200.0,-2862.1677733837496
7600.0,-3051.912169415147
8000.0,-3239.5946507666667
8400.0,-3428.399706114942
8800.0,-3617.167178712545
9200.0,-3805.8338453792167
9600.0,-3991.8462631983202
10000.0,-4167.350205649636
10400.0,-4336.30047248886
10800.0,-4500.821187267735
