energy,value
1200.0,0.0
1600.0,-189.76192426266607
2000.0,-379.4952575959978
2400.0,-568.4028902481441
2800.0,-757.1967725838076
3200.0,-945.8634392504737
3600.0,-1132.113856514039
4000.0,-1306.4185924222693
4400.0,-1479.1083559978124
4800.0,-1646.9026093398788
5200.0,-1811.9248315621007
5600.0,-1973.709140693678
6000.0,-2133.335637706421
6400.0,-2292.52763770642
6800.0,-2451.0270986162286
7200.0,-2609.294904763079
7600.0,-2767.4828900981393
8000.0,-2925.607048009373
8400.0,-3083.601311503322
8800.0,-3241.2093115033204
9200.0,-3398.6969530912193
9600.0,-3556.076024833812
10000.0,-3713.340433326155
10400.0,-3870.5033870529132
10800.0,-4027.573098096369
