energy,value
1200.0,0.0
1600.0,-190.8000000000029
2000.0,-381.41925211422495
2400.0,-571.8636965586702
2800.0,-762.1248541137866
3200.0,-952.3026318915654
3600.0,-1142.2158999429048
4000.0,-1332.0802401227393
4400.0,-1521.9024623449604
4800.0,-1711.6937906085204
5200.0,-1901.427123941854
5600.0,-2090.5975852883676
6000.0,-2279.3975852883686
6400.0,-2468.0793018420372
6800.0,-2656.5417136218475
7200.0,-2837.612175880684
7600.0,-3004.9837771313705
8000.0,-3170.0304691929123
8400.0,-3335.0152118009482
8800.0,-3495.1658857179173
9200.0,-3654.5231109124798
9600.0,-3813.4610980084144
10000.0,-3971.844985102969
10400.0,-4130.064985102967
10800.0,-4288.219498822262
