energy,value
1200.0,0.0
1600.0,-186.43058429171288
2000.0,-378.332531843138
2400.0,-567.1612040145301
2800.0,-755.7903851067967
3200.0,-906.869042915605
3600.0,-1083.775966471414
4000.0,-1243.3039849552842
4400.0,-1402.4026606386178
4800.0,-1561.0819777863908
5200.0,-1719.4562635006769
5600.0,-1877.6653743628885
6000.0,-2035.8446851229455
6400.0,-2193.9510688526134
6800.0,-2351.868824102843
7200.0,-2509.6621237474646
7600.0,-2667.224867619676
8000.0,-2824.6964451433123
8400.0,-2982.0936538096976
8800.0,-3139.392951333335
9200.0,-3296.6211518974524
9600.0,-3453.761151897448
10000.0,-3610.833352236252
10400.0,-3767.8376092847466
10800.0,-3924.7564664275997
