energy,value
1200.0,0.0
1600.0,-191.32232777481477
2000.0,-379.90248930446796
2400.0,-564.2503127225555
2800.0,-734.1933243070889
3200.0,-899.2155465293108
3600.0,-1062.2962426986069
4000.0,-1222.100242698607
4400.0,-1381.374676551808
4800.0,-1540.0319882251551
5200.0,-1698.3851908292236
5600.0,-1856.5947279954744
6000.0,-2014.7427279954736
6400.0,-2172.7526692146384
6800.0,-2330.491204545322
7200.0,-2488.044936604965
7600.0,-2645.486466742197
8000.0,-2802.8381924351706
8400.0,-2960.05019243517
8800.0,-3117.1635022049013
9200.0,-3274.176201231212
9600.0,-3431.094262565586
10000.0,-3587.9366698437116
10400.0,-3744.749335928085
10800.0,-3901.457335928084
