energy,value
1200.0,0.0
1600.0,-188.79999999999927
2000.0,-377.5441316547476
2400.0,-566.2107983214119
2800.0,-751.6732806088512
3200.0,-932.1964322590647
3600.0,-1100.2376303278907
4000.0,-1265.430949594338
4400.0,-1429.4454861432205
4800.0,-1589.2494861432242
5200.0,-1748.7531646179596
5600.0,-1907.9451646179587
6000.0,-2066.414322599074
6400.0,-2224.715020311087
6800.0,-2382.912384722593
7200.0,-2541.060384722594
7600.0,-2699.088171687821
8000.0,-2856.9796676908845
8400.0,-3014.587667690881
8800.0,-3172.072457940776
9200.0,-3329.4919970340197
9600.0,-3486.8479970340195
10000.0,-3644.0718011450226
10400.0,-3801.243573059939
10800.0,-3958.308437618587
