energy,value
1200.0,0.0
1600.0,-181.09263472789462
2000.0,-372.6926347278859
2400.0,-574.6212330374983
2800.0,-765.8212330375027
3200.0,-956.995417609447
3600.0,-1148.1509731650003
4000.0,-1339.0487068516668
4400.0,-1529.8487068516624
4800.0,-1720.3403669116597
5200.0,-1910.7449072344389
5600.0,-2100.9226850122213
6000.0,-2290.9637172591683
6400.0,-2480.8303839258297
6800.0,-2670.671632626945
7200.0,-2860.4938548491627
7600.0,-3050.2534614758333
8000.0,-3239.9867948091633
8400.0,-3428.871393472509
8800.0,-3617.6630696616776
9200.0,-3806.329736328342
9600.0,-3993.0938586864577
10000.0,-4170.040921949476
10400.0,-4338.826209815408
10800.0,-4503.84843203763
