energy,value
1200.0,0.0
1600.0,-172.93886484228278
2000.0,-389.0176885050969
2400.0,-581.2673199052442
2800.0,-748.1211254968948
3200.0,-964.4730790236135
3600.0,-1144.245840736192
4000.0,-1346.625598056322
4400.0,-1526.4152298973931
4800.0,-1727.96532656013
5200.0,-1918.409771004568
5600.0,-2090.955176423333
6000.0,-2265.0200661868657
6400.0,-2480.651770824952
6800.0,-2660.658330119106
7200.0,-2857.728167864385
7600.0,-3059.6649057864706
8000.0,-3238.1797809013515
8400.0,-3423.581068811807
8800.0,-3607.1351611674254
9200.0,-3816.0012301129027
9600.0,-3975.643223047118
10000.0,-4185.050637177883
10400.0,-4351.694795908035
10800.0,-4516.009289963833
