energy,value
1200.0,0.0
1600.0,-197.54033409886324
2000.0,-367.4746147785263
2400.0,-563.4684422261817
2800.0,-772.6249951948921
3200.0,-949.2792439672849
3600.0,-1155.347693274889
4000.0,-1336.9209567131838
4400.0,-1533.4731687577078
4800.0,-1722.1946728877592
5200.0,-1898.0915550852478
5600.0,-2104.773485289399
6000.0,-2298.768998509291
6400.0,-2490.5672257131846
6800.0,-2670.8214236614112
7200.0,-2870.448594328529
7600.0,-3049.738182953988
8000.0,-3250.1289506870708
8400.0,-3437.913292839741
8800.0,-3624.037948102796
9200.0,-3797.6215416115374
9600.0,-3992.2072336950914
10000.0,-4188.368956668666
10400.0,-4356.149447143878
10800.0,-4521.301619425019
