energy,value
1200.0,0.0
1600.0,-189.52232824191742
2000.0,-380.7127317672748
2400.0,-569.7599569303347
2800.0,-761.2378543692485
3200.0,-950.5811077909384
3600.0,-1140.550774270465
4000.0,-1331.2130774849102
4400.0,-1519.3664252562103
4800.0,-1709.3788475455149
5200.0,-1897.5846660367133
5600.0,-2087.0585637233817
6000.0,-2273.982113817574
6400.0,-2463.265620211814
6800.0,-2634.7142496740726
7200.0,-2799.7364718962945
7600.0,-2963.6927893722004
8000.0,-3123.810851018059
8400.0,-3283.425835024709
8800.0,-3442.5623328461133
9200.0,-3601.0029043144077
9600.0,-3759.2860921237243
10000.0,-3917.471152344053
10400.0,-4075.5824331128824
10800.0,-4233.491051084453
