energy,value
1200.0,0.0
1600.0,-193.56574357032514
2000.0,-362.1157397348943
2400.0,-573.7258038300643
2800.0,-747.6999517495715
3200.0,-960.67510677471
3600.0,-1147.715504849606
4000.0,-1341.174724565557
4400.0,-1532.0175399805594
4800.0,-1695.3062625852763
5200.0,-1911.7247851298162
5600.0,-2089.6905828385134
6000.0,-2292.047140782466
6400.0,-2476.0197548805663
6800.0,-2673.2365534708297
7200.0,-2855.4786314459707
7600.0,-3023.1940200723766
8000.0,-3244.104223976741
8400.0,-3431.2905050948248
8800.0,-3620.8382280978403
9200.0,-3790.5783358335902
9600.0,-3979.403785425049
10000.0,-4179.030645293795
10400.0,-4346.433683267838
10800.0,-4511.083721110779
