energy,value
1200.0,0.0
1600.0,-189.54357536836324
2000.0,-378.34357536836615
2400.0,-567.0888974509871
2800.0,-755.7555641176514
3200.0,-940.5744534124387
3600.0,-1115.4738483344918
4000.0,-1286.7745135954356
4400.0,-1453.8860307876967
4800.0,-1618.9082530099186
5200.0,-1780.3454228205446
5600.0,-1939.9273847784425
6000.0,-2099.1193847784452
6400.0,-2257.579283544477
6800.0,-2415.865527161677
7200.0,-2574.055593700745
7600.0,-2732.2008627388786
8000.0,-2890.204862738876
8400.0,-3047.8428092529102
8800.0,-3205.384268894377
9200.0,-3362.8433860379773
9600.0,-3520.199386037977
10000.0,-3677.454427882778
10400.0,-3834.649793266377
10800.0,-3991.7537932663763
