energy,value
1200.0,0.0
1600.0,-174.0308216129124
2000.0,-383.63190629270684
2400.0,-548.671739371297
2800.0,-740.1602116637296
3200.0,-958.4874182078856
3600.0,-1149.6429737634462
4000.0,-1340.8594780331405
4400.0,-1496.4116217252522
4800.0,-1722.2338716929808
5200.0,-1912.5907507895754
5600.0,-2102.8755528813927
6000.0,-2293.493320743415
6400.0,-2474.5326642182918
6800.0,-2659.572885362424
7200.0,-2838.1126171504875
7600.0,-3044.627316257749
8000.0,-3226.8450476593425
8400.0,-3401.399030381661
8800.0,-3593.4109030678665
9200.0,-3808.6734719895467
9600.0,-3994.2699950388633
10000.0,-4179.572635278957
10400.0,-4346.865251977353
10800.0,-4511.898258623383
