energy,value
1200.0,0.0
1600.0,-188.66666666666606
2000.0,-373.57190488021297
2400.0,-548.3686473600774
2800.0,-714.3406009656464
3200.0,-879.3628231878683
3600.0,-1039.967271541118
4000.0,-1199.4320178815942
4400.0,-1358.386716066594
4800.0,-1516.8213922130217
5200.0,-1675.0413922130228
5600.0,-1833.1936362618326
6000.0,-1991.2478567504022
6400.0,-2149.0903880555215
6800.0,-2306.671278499807
7200.0,-2464.135278499807
7600.0,-2621.492140223023
8000.0,-2778.744811198736
8400.0,-2935.9024934305216
8800.0,-3092.9731300729018
9200.0,-3249.933130072901
9600.0,-3406.7852024764743
10000.0,-3563.607540694333
10400.0,-3720.3632670979023
10800.0,-3877.0187166127853
