energy,value
1200.0,0.0
1600.0,-195.15140560897999
2000.0,-386.75140560897853
2400.0,-574.6212330374983
2800.0,-765.8212330374954
3200.0,-956.995417609447
3600.0,-1148.1509731650003
4000.0,-1342.6001124606482
4400.0,-1533.4001124606511
4800.0,-1723.8917725206556
5200.0,-1910.7449072344389
5600.0,-2100.9226850122213
6000.0,-2290.963717259161
6400.0,-2480.8303839258224
6800.0,-2670.671632626938
7200.0,-2860.4938548491627
7600.0,-3050.253461475826
8000.0,-3243.5382004181447
8400.0,-3432.4227990814834
8800.0,-3617.663069661663
9200.0,-3806.3297363283273
9600.0,-3993.093858686443
10000.0,-4170.025935084472
10400.0,-4342.876497661411
10800.0,-4507.89871988364
