energy,value
1200.0,0.0
1600.0,-216.04925560334232
2000.0,-406.84383002210234
2400.0,-565.8530476504311
2800.0,-758.4712858718849
3200.0,-958.3222840638264
3600.0,-1150.64636541254
4000.0,-1364.6081083553727
4400.0,-1519.5720961142142
4800.0,-1709.4779134809287
5200.0,-1911.6022023806509
5600.0,-2103.8496216567655
6000.0,-2281.5997120532556
6400.0,-2471.3944456192403
6800.0,-2661.055385949745
7200.0,-2882.119601147402
7600.0,-3070.1975106274476
8000.0,-3230.7746193053244
8400.0,-3431.068283517525
8800.0,-3623.395191347772
9200.0,-3817.0041002802172
9600.0,-4021.3874967021547
10000.0,-4185.0322448512015
10400.0,-4341.870114485733
10800.0,-4505.604094691364
