energy,value
1200.0,0.0
1600.0,-188.66666666666606
2000.0,-372.00730632593877
2400.0,-547.2044367635099
2800.0,-712.424174003012
3200.0,-877.4463962252339
3600.0,-1039.0260211391815
4000.0,-1198.5731913362288
4400.0,-1357.645487001404
4800.0,-1516.0814870014037
5200.0,-1674.3087734450255
5600.0,-1832.4779164262327
6000.0,-1990.5503987053144
6400.0,-2148.4161440215958
6800.0,-2305.9945052578205
7200.0,-2463.448460434989
7600.0,-2620.804460434989
8000.0,-2778.0264271312117
8400.0,-2935.157499403378
8800.0,-3092.181575099603
9200.0,-3249.1027156482014
9600.0,-3405.945039597249
10000.0,-3562.7461824443926
10400.0,-3719.4541824443913
10800.0,-3875.9883198932002
