energy,value
1200.0,0.0
1600.0,-191.10469591202855
2000.0,-383.13503609358304
2400.0,-573.2178573050842
2800.0,-763.048539243151
3200.0,-962.2384610575173
3600.0,-1145.1927977501036
4000.0,-1341.2199875306978
4400.0,-1533.2974159414225
4800.0,-1725.78779018161
5200.0,-1914.3075385779302
5600.0,-2092.9611546792366
6000.0,-2297.027279281938
6400.0,-2479.3425868733902
6800.0,-2676.799108289684
7200.0,-2863.5447572662233
7600.0,-3056.459915813437
8000.0,-3242.756499147683
8400.0,-3424.0333106698454
8800.0,-3623.9671095641606
9200.0,-3789.7607903027165
9600.0,-3987.6781590272003
10000.0,-4182.105989514137
10400.0,-4326.978407374481
10800.0,-4514.43881296421
