energy,value
1200.0,0.0
1600.0,-191.60012781973637
2000.0,-383.2001278197349
2400.0,-574.8001278197335
2800.0,-766.2174992935252
3200.0,-957.4174992935223
3600.0,-1148.5879882044683
4000.0,-1339.7435437600216
4400.0,-1530.5600680501084
4800.0,-1721.3000192575128
5200.0,-1911.744463701958
5600.0,-2102.0644407605578
6000.0,-2292.242218538333
6400.0,-2482.2331937135023
6800.0,-2672.099860380171
7200.0,-2861.93225123336
7600.0,-3051.7544734555777
8000.0,-3241.4897413989092
8400.0,-3431.0649442697977
8800.0,-3619.8649442698006
9200.0,-3808.61268655405
9600.0,-3997.2793532207143
10000.0,-4180.938736106094
10400.0,-4350.921301632508
10800.0,-4515.94352385473
