energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.1999999999971
2400.0,-574.7999999999956
2800.0,-766.0262561055351
3200.0,-957.2157794783707
3600.0,-1148.371335033924
4000.0,-1339.3748191913692
4400.0,-1530.174819191372
4800.0,-1720.7551371496302
5200.0,-1911.1995815940681
5600.0,-2101.4296388304356
6000.0,-2291.606878804356
6400.0,-2481.4910748739203
6800.0,-2671.3532803412018
7200.0,-2861.1755025634266
7600.0,-3050.970978921323
8000.0,-3240.704312254653
8400.0,-3430.00104162511
8800.0,-3618.8010416251127
9200.0,-3807.50733188547
9600.0,-3996.1739985521344
10000.0,-4180.822254973096
10400.0,-4348.187654708578
10800.0,-4511.069880064442
