energy,value
1200.0,0.0
1600.0,-181.612958695001
2000.0,-373.0455449409892
2400.0,-554.9696558144351
2800.0,-757.9667601322981
3200.0,-947.4225175491629
3600.0,-1128.0088236120137
4000.0,-1312.5838600730276
4400.0,-1503.553961641479
4800.0,-1671.881576573891
5200.0,-1836.2223126714453
5600.0,-1996.8113550009002
6000.0,-2155.848427630146
6400.0,-2314.4510018960973
6800.0,-2472.780386316099
7200.0,-2630.9564256976846
7600.0,-2789.0413244014126
8000.0,-2946.9650939818894
8400.0,-3104.7250834459774
8800.0,-3262.277709898757
9200.0,-3419.7106111882786
9600.0,-3577.0612080831634
10000.0,-3734.3434533078835
10400.0,-3891.504840084548
10800.0,-4048.576997358061
