energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.20000000000437
2400.0,-574.5355639682166
2800.0,-765.7355639682137
3200.0,-956.8990682013537
3600.0,-1148.054623756907
4000.0,-1338.8702180664332
4400.0,-1529.5970851581733
4800.0,-1720.0415296026258
5200.0,-1910.3608270325421
5600.0,-2100.5386048103246
6000.0,-2290.5278500155982
6400.0,-2480.394516682267
6800.0,-2670.2264467254063
7200.0,-2860.047726341676
7600.0,-3049.7810596749987
8000.0,-3239.248416979164
8400.0,-3428.048416979167
8800.0,-3616.7917107369067
9200.0,-3805.458377403578
9600.0,-3990.521359673272
10000.0,-4167.32830831856
10400.0,-4337.918466715368
10800.0,-4502.933489794734
