energy,value
1200.0,0.0
1600.0,-191.6061081255175
2000.0,-383.2061081255233
2400.0,-574.8061081255219
2800.0,-766.2736840159341
3200.0,-957.4736840159385
3600.0,-1148.6463882887037
4000.0,-1339.8019438442498
4400.0,-1530.6755664708253
4800.0,-1721.4651425422417
5200.0,-1911.909586986687
5600.0,-2102.286463147968
6000.0,-2292.464240925743
6400.0,-2482.4510305676013
6800.0,-2672.3176972342626
7200.0,-2862.1459272334614
7600.0,-3051.958925195184
8000.0,-3241.692258528514
8400.0,-3431.185984959913
8800.0,-3619.985984959916
9200.0,-3808.7238079658273
9600.0,-3997.390474632499
10000.0,-4180.362837466724
10400.0,-4348.741763563485
10800.0,-4513.207488844841
