energy,value
1200.0,0.0
1600.0,-189.834586594161
2000.0,-379.65680878636886
2400.0,-569.3901421197024
2800.0,-758.811265460392
3200.0,-947.611265460393
3600.0,-1136.3348969970357
4000.0,-1325.0015636637036
4400.0,-1508.8760615109877
4800.0,-1685.137246810924
5200.0,-1852.5615588174605
5600.0,-2017.5837810396824
6000.0,-2181.116263262051
6400.0,-2340.87439712997
6800.0,-2500.066397129969
7200.0,-2658.6640802193124
7600.0,-2816.9487197226954
8000.0,-2975.1383146188236
8400.0,-3133.2656781566347
8800.0,-3291.256236929783
9200.0,-3448.864236929783
9600.0,-3606.3540771087064
10000.0,-3763.7616043720645
10400.0,-3921.0704458154305
10800.0,-4078.267263789623
