energy,value
1200.0,0.0
1600.0,-165.35270936862798
2000.0,-388.3388589730239
2400.0,-581.6937777926141
2800.0,-750.5645818157573
3200.0,-968.5571858903277
3600.0,-1152.4230869671883
4000.0,-1337.0034427655992
4400.0,-1530.7244687996936
4800.0,-1722.9967336156406
5200.0,-1922.493877871275
5600.0,-2101.986864780156
6000.0,-2295.220807702637
6400.0,-2493.470793838198
6800.0,-2683.550891848674
7200.0,-2873.3731140708915
7600.0,-3052.2898231849904
8000.0,-3230.430314163008
8400.0,-3421.401059122145
8800.0,-3610.0877555497427
9200.0,-3820.0853369796096
9600.0,-4005.510058187472
10000.0,-4189.073443686728
10400.0,-4355.717602416895
10800.0,-4520.0320964726925
