energy,value
1200.0,0.0
1600.0,-193.04484154410784
2000.0,-379.09372264143167
2400.0,-572.8244548372259
2800.0,-758.1720996843615
3200.0,-951.3282227193758
3600.0,-1137.9386963978322
4000.0,-1328.5598836743138
4400.0,-1514.2961301542182
4800.0,-1704.3357885096684
5200.0,-1873.5657383855396
5600.0,-2038.5879606077615
6000.0,-2201.644532280521
6400.0,-2361.7202980575803
6800.0,-2521.0809742925485
7200.0,-2679.9131757716677
7600.0,-2838.279336318392
8000.0,-2996.4770090354286
8400.0,-3154.5870289193444
8800.0,-3312.511799984639
9200.0,-3470.119799984639
9600.0,-3627.591661425282
10000.0,-3784.954135487431
10400.0,-3942.183036185852
10800.0,-4099.324505003835
