energy,value
1200.0,0.0
1600.0,-188.8714196216315
2000.0,-377.6537311551365
2400.0,-566.3203978218044
2800.0,-753.1610477972536
3200.0,-928.0617308208966
3600.0,-1093.7378109980273
4000.0,-1258.7600332202492
4400.0,-1420.5436853633546
4800.0,-1580.2402152779723
5200.0,-1739.4322152779714
5600.0,-1898.3195756495988
6000.0,-2056.7555756495967
6400.0,-2215.0669534738845
6800.0,-2373.2869534738857
7200.0,-2531.440820630036
7600.0,-2689.5514908486075
8000.0,-2847.5554908486083
8400.0,-3005.359087877874
8800.0,-3162.9670878778743
9200.0,-3320.471465601444
9600.0,-3477.935465601444
10000.0,-3635.314797578885
10400.0,-3792.670797578885
10800.0,-3949.904676626582
