energy,value
1200.0,0.0
1600.0,-182.22611265482556
2000.0,-388.01554884034704
2400.0,-573.2927337776491
2800.0,-766.199868384334
3200.0,-956.7344027915606
3600.0,-1146.2499430321623
4000.0,-1344.778282948988
4400.0,-1527.7101812300389
4800.0,-1726.2632910236716
5200.0,-1898.130656078938
5600.0,-2100.4574933448457
6000.0,-2281.8593803332915
6400.0,-2488.1806436185507
6800.0,-2659.320178184651
7200.0,-2868.041821984516
7600.0,-3049.7783796561416
8000.0,-3236.9950094160813
8400.0,-3408.5792303100607
8800.0,-3608.7382227583876
9200.0,-3806.2051100344324
9600.0,-3980.1844198446124
10000.0,-4185.424183421288
10400.0,-4355.55900883142
10800.0,-4517.009462391106
