date,evaluation,start_soc_kwh,end_soc_kwh,solver_status,solver_gap,planner_fallback,solve_seconds,controller_seconds,integer_pairs,refinement_rounds,purchase_kwh,emergency_kwh,unused_kwh,charge_kwh,discharge_kwh,conversion_loss_kwh,total_energy_waste_kwh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-03-25,True,7965.278086408485,8558.641428750001,Optimal,0.00047448895151642876,False,4.269731899999897,0.20103249998646788,2016,5,65459.97937804115,872.7572982058734,710.0636594180563,21781.691010815437,17109.14271065314,4079.184957820782,4789.248617238838,39245.49949967863,4024.3130145997634,43269.8125142784
2025-03-26,True,8558.641428750001,7733.8751914506165,Optimal,0.0009993200603737383,False,3.889221400007955,0.20478290000755806,2016,5,64234.1065594074,1.1237430690841377e-11,5714.915314846248,19310.13679717869,16383.500419284186,3751.40261519389,9466.317930040139,39059.89368748318,3.7985620101200353e-11,39059.893687483214
2025-03-27,True,7733.8751914506165,3628.1972434701906,Optimal,0.00011853562000567715,False,0.5673179000004893,0.2092261000070721,3,1,59814.584390202945,2.114353137017133e-11,1765.6200950549642,15932.02657015991,16600.05167501191,3437.652843128426,5203.272938183391,37338.84269621254,7.839204618775853e-11,37338.84269621262
2025-03-28,True,3628.1972434701906,4172.789977762347,Optimal,1.2821586462082657e-05,False,3.098182999994606,0.20387909999408294,2016,5,29352.554177970545,14.659597668504398,15142.460280576179,15330.206671227706,11927.333942831503,2858.279994104049,18000.74027468023,14967.684158459044,31.532794584964915,14999.21695304401
2025-03-29,True,4172.789977762347,7885.381578710216,Optimal,0.0003444284968597612,False,4.026166800002102,0.2030841999949189,2016,5,32883.67399137418,59.5832018194512,18241.39568232168,19227.999403608057,12233.347076069445,3282.0607265907443,21523.456408912425,16311.873937229298,341.2111443440931,16653.08508157339
2025-03-30,True,7885.381578710216,8326.80520097222,Optimal,0.00030343206092076135,False,0.6130808999878354,0.20854099999996834,4,1,62668.81420789635,2.4621638061717022e-11,2964.33917548232,20850.389854622394,16491.534522208338,3917.4317101520546,6881.770885634375,37971.903100652235,7.990081218878231e-11,37971.903100652315
2025-03-31,True,8326.80520097222,7995.664454561274,Optimal,0.0003775687268294486,False,4.450903200005996,0.20324069999333005,2016,5,60324.92010346023,588.5056564723795,574.7735529739538,19396.259975764075,16008.997252138754,3718.4034700362695,4293.177023010223,36485.68878630129,2950.3011727570392,39435.98995905833
2025-04-01,True,7995.664454561274,8052.478365787187,Optimal,5.4188553278470145e-06,False,1.0730251999921165,0.20170459999644663,5,2,62033.14653242848,1831.1984834446082,81.14975555557864,18543.216966039585,14968.873222388744,3517.52983242493,3598.679587980509,37360.87744752791,11277.827898625463,48638.70534615338
2025-04-02,True,8052.478365787187,8212.203744401564,Optimal,3.108102355467451e-05,False,4.873246099989046,0.2016660000081174,2016,5,64513.24402955104,1923.842826052381,1778.1712484063708,21472.775612863716,17249.19540566667,4063.8548285826687,5842.026076989039,38355.038249947174,9687.219082032836,48042.257331980014
2025-04-03,True,8212.203744401564,3400.970937993825,Optimal,0.0001293975195510215,False,4.7520766999950865,0.21358030001283623,2016,5,60887.012944599475,13.11465222532818,6222.140672615299,16550.348333209513,17735.89167566667,3625.6894639505817,9847.83013656588,37267.791922735116,63.60606329281994,37331.397986027936
2025-04-04,True,3400.970937993825,3701.2692934467673,Optimal,2.3659446171034846e-05,False,0.8853029000019887,0.21367839998856653,5,2,27976.326081221203,7.605208129923824e-12,18513.305848096716,14536.57612219394,11504.358139069443,2731.9196276715547,21245.22547576827,14066.574921055462,3.119374689802834e-11,14066.574921055493
2025-04-05,True,3701.2692934467673,8129.873647335298,Optimal,0.0006819759863610338,False,3.651274799995008,0.21722079999744892,2016,5,33543.43713856622,19.67057580247853,13914.743914701918,19044.76262017776,11440.51380384431,3175.6444624449214,17090.38837714684,16434.971952408458,99.30905647438385,16534.28100888284
2025-04-06,True,8129.873647335298,8740.388876004006,Optimal,0.0002662729979765048,False,4.8237813000014285,0.21045099999173544,2016,5,64296.49238680233,1.4383549906682447e-11,5399.204413131269,20724.989480013555,16237.777773009144,3876.6964783357053,9275.900891466974,38431.981449349776,4.529071370718008e-11,38431.98144934982
2025-04-07,True,8740.388876004006,8625.688534211708,Optimal,5.039290444682863e-05,False,4.344953199994052,0.20633829999133013,2016,5,63187.9870829379,1.7835621868300677e-11,6374.295861242292,19337.90655776507,15766.934619402777,3685.6722801545934,10059.968141396885,37665.64584869466,6.846648847869119e-11,37665.64584869472
2025-04-08,True,8625.688534211708,7863.2736904938265,Optimal,4.3511299256460225e-06,False,1.1081345999991754,0.2079682000039611,4,2,62020.30116315029,86.7444407121716,4599.010112803762,20215.869651253302,17061.027776861272,3917.256718109916,8516.266830913679,37102.65781692795,443.96860570754563,37546.6264226355
2025-04-09,True,7863.2736904938265,8045.230853317903,Optimal,3.4308519734835036e-06,False,1.0388220000022557,0.21245140000246465,4,2,62300.62231196577,982.196150085527,159.35258046984455,20133.649570384838,16144.49470547005,3807.1977020907116,3966.5502825605563,37222.51901855135,4903.825239908972,42126.34425846032
