date,total_fee,initial_plan_fee,increase_fee,refund,cancel_penalty,emergency_fee,emergency_kwh,unused_kwh,start_soc,end_soc,fallbacks
2025-02-01,23432.0023498713,23432.002349871298,0.0,0,0.0,2.131153209461445e-11,5.375255796025158e-12,10218.257446266909,1200.0,4036.2898858333338,0
2025-02-02,63868.65226698773,63868.65226698771,0.0,0,0.0,4.456375243822031e-11,1.0410616813061324e-11,7917.675603807224,4036.2898858333338,4009.3199138854466,0
2025-02-03,63035.66482774691,62892.42381203853,0.0,0,0.0,143.24101570839727,58.62775833334687,3839.200075476048,4009.3199138854466,3030.8772169550875,0
2025-02-04,63133.36487401438,63133.364874014296,0.0,0,0.0,6.674471686451966e-11,1.4998224884266165e-11,2588.631333980758,3030.8772169550875,2433.8924035402097,0
2025-02-05,63385.27475790679,63385.27475790672,0.0,0,0.0,7.62053115610506e-11,1.7965740006786746e-11,2847.1775454751523,2433.8924035402097,2561.801656388902,0
2025-02-06,64032.83760474214,64032.837604742046,0.0,0,0.0,7.394950920103921e-11,1.522083674376784e-11,4063.84662934373,2561.801656388902,3218.5403357550326,0
2025-02-07,17358.481285670772,17333.744566087407,0.0,0,0.0,24.73671958337179,15.740833333347638,6616.349916573445,3218.5403357550326,2100.934759060051,0
