date,interval,timestamp,purchase_kwh,adjusted_purchase_kwh,load_kwh,pv_kwh,price_yuan_per_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh
2025-02-19,11,2025-02-19 01:50:00,1170.065713689248,1170.065713689248,645.9383333333334,0.0,0.4311,524.1273803559155,0.0,9.094947017729282e-13,0.0,7879.996016568565,8351.71065888889
2025-02-19,12,2025-02-19 02:00:00,1449.1049541666666,1449.1049541666666,623.9174666666667,0.0,0.4293,825.1874875000005,0.0,5.684341886080801e-13,0.0,8351.71065888889,9094.37939763889
2025-02-19,13,2025-02-19 02:10:00,615.5943458333335,615.5943458333335,613.8918166666666,0.0,0.4324,1.7025291666666615,0.0,0.0,2.020605904817785e-13,9094.37939763889,9095.91167388889
2025-02-19,14,2025-02-19 02:20:00,600.0193875,600.0193875,634.5133333333333,0.0,0.4367,0.0,34.49394583333342,0.0,9.237055564881302e-14,9095.91167388889,9057.585067407408
2025-02-19,15,2025-02-19 02:30:00,598.0143708333334,598.0143708333334,631.5930500000001,0.0,0.4348,0.0,33.57867916666619,4.973799150320701e-13,0.0,9057.585067407408,9020.27542388889
2025-02-19,16,2025-02-19 02:40:00,615.4497958333335,615.4497958333335,650.45185,0.0,0.4335,0.0,18.24788150000113,16.754172666665408,0.0,9020.27542388889,9000.0
2025-02-19,17,2025-02-19 02:50:00,605.2377208333334,605.2377208333334,672.3216666666666,0.0,0.4357,0.0,0.0,67.08394583333325,0.0,9000.0,9000.0
2025-02-19,18,2025-02-19 03:00:00,611.2047916666668,611.2047916666668,631.1507833333334,0.0,0.4374,0.0,0.0,19.9459916666666,0.0,9000.0,9000.0
2025-02-19,19,2025-02-19 03:10:00,626.1005416666668,626.1005416666668,626.03875,0.0,0.4371,0.06179166666697711,0.0,2.2737367544323206e-13,0.0,9000.0,9000.0556125
2025-02-19,20,2025-02-19 03:20:00,648.5615416666667,648.5615416666667,663.7216666666667,0.0,0.4356,0.0,0.05005125000025146,15.110073749999742,0.0,9000.0556125,9000.0
2025-02-19,21,2025-02-19 03:30:00,650.448975,650.448975,649.5567666666667,0.0,0.4353,0.8922083333325442,0.0,0.0,7.706058013923212e-13,9000.0,9000.8029875
2025-02-19,22,2025-02-19 03:40:00,631.5264500000001,631.5264500000001,620.8420833333333,0.0,0.436,10.684366666666595,0.0,0.0,1.3855583347321954e-13,9000.8029875,9010.4189175
2025-02-19,23,2025-02-19 03:50:00,648.0448749999999,648.0448749999999,624.1516666666666,0.0,0.4378,23.893208333332343,0.0,0.0,9.485745522397337e-13,9010.4189175,9031.922804999998
