date,update_hour,interval,previous_kwh,new_kwh,increase_kwh,decrease_kwh,price
2025-07-21,18,139,849.0473986111111,849.0473986111111,0.0,0.0,0.424
2025-07-21,18,140,864.4351402777778,864.4351402777778,0.0,0.0,0.422
2025-07-21,18,141,841.0644946944446,841.0644946944446,0.0,0.0,0.424
2025-07-21,18,142,760.6218819444443,760.6218819444443,0.0,0.0,0.4271
2025-07-21,18,143,785.5067944444445,785.5067944444445,0.0,0.0,0.4276
2025-07-22,6,36,0.0,0.0,0.0,0.0,0.9368
2025-07-22,6,37,0.0,0.0,0.0,0.0,0.8758
2025-07-22,6,38,0.0,0.0,0.0,0.0,0.8759
2025-07-22,6,39,0.0,0.0,0.0,0.0,0.8601
2025-07-22,6,40,0.0,0.0,0.0,0.0,0.8442
2025-07-22,6,41,0.0,0.0,0.0,0.0,0.8334
2025-07-22,6,42,0.0,0.0,0.0,0.0,0.8092
2025-07-22,6,43,0.0,196.64639721761037,196.64639721761037,0.0,0.7972
2025-07-22,6,44,0.0,276.09275277158997,276.09275277158997,0.0,0.7644
2025-07-22,6,45,0.0,221.8967660458386,221.8967660458386,0.0,0.6899
2025-07-22,6,46,0.0,0.0,0.0,0.0,0.86
2025-07-22,6,47,0.0,0.0,0.0,0.0,1.1617
2025-07-22,6,48,0.0,0.0,0.0,0.0,1.1683
2025-07-22,6,49,0.0,0.0,0.0,0.0,1.0956
2025-07-22,6,50,0.0,0.0,0.0,0.0,1.0849
2025-07-22,6,51,0.0,0.0,0.0,0.0,1.061
2025-07-22,6,52,0.0,0.0,0.0,0.0,1.043
2025-07-22,6,53,0.0,0.0,0.0,0.0,1.036
2025-07-22,6,54,0.0,0.0,0.0,0.0,1.0147
2025-07-22,6,55,0.0,0.0,0.0,0.0,0.9922
2025-07-22,6,56,0.0,0.0,0.0,0.0,0.97
2025-07-22,6,57,0.0,0.0,0.0,0.0,0.9422
2025-07-22,6,58,0.0,0.0,0.0,0.0,0.9569
2025-07-22,6,59,0.0,0.0,0.0,0.0,0.9977
2025-07-22,6,60,0.0,0.0,0.0,0.0,0.9919
2025-07-22,6,61,0.0,0.0,0.0,0.0,0.9588
2025-07-22,6,62,0.0,0.0,0.0,0.0,0.9549
2025-07-22,6,63,0.0,0.0,0.0,0.0,0.9839
2025-07-22,6,64,0.0,0.0,0.0,0.0,0.799
2025-07-22,6,65,870.7916875685848,1001.9274717540891,131.13578418550424,0.0,0.5025
