date,plan_fee_yuan,emergency_fee_yuan,emergency_kwh,adjustment_abs_kwh,increase_fee_yuan,refund_yuan,decrease_penalty_yuan,base_plan_fee_yuan,final_contract_fee_yuan,bill_identity_error_yuan,total_fee_yuan,start_soc_kwh,end_soc_kwh,unused_kwh,conversion_loss_kwh
2025-03-31,42654.129898531115,4.499442596284098e-11,1.0167866548727034e-11,11730.35910936829,7484.685226194236,-2381.5889075200284,1190.7944537600142,36360.239126096894,38968.44036937303,-7.275957614183426e-12,42654.12989853116,1990.7205702497463,2008.4483174128816,4441.978342719403,3853.127510879755
2025-04-01,44383.15266638577,4.990106550195605e-11,1.45363721060221e-11,5927.380957066449,1460.809073043409,-2467.951375333312,1233.975687666656,44156.31928100901,42662.24062103798,0.0,44383.152666385824,2008.4483174128816,2094.1866072004495,6806.9326998932665,3406.9278342867065
2025-04-02,43650.97851950108,4.557149058115328e-11,1.3703482792948307e-11,6716.796329494444,3850.4948722704958,-1684.2899980142663,842.1449990071332,40642.62864623772,41525.33522973712,-7.275957614183426e-12,43650.97851950112,2094.1866072004495,1809.7087717261707,5055.328485488753,3806.578794984971
2025-04-03,42138.167206183854,3.338263976360167e-11,9.72155689282772e-12,6065.222579857073,353.83285539183504,-3787.8910353330957,1893.9455176665479,43678.279868458565,40126.277403386695,0.0,42138.16720618389,1809.7087717261707,1828.0187098919268,6222.181027792747,3595.333739163603
2025-04-04,14409.123033675225,2.667100240660858e-11,7.243705635318065e-12,432.12557417816134,405.99935682548795,0.0,0.0,14003.123676849737,14273.789914733396,0.0,14409.123033675252,1828.0187098919268,1818.6378736363556,19251.729212410963,2682.5043066062144
2025-04-05,14784.345566140239,2.99436135886566e-11,7.399414414521743e-12,662.2719813313672,744.0785682343253,0.0,0.0,14040.266997905914,14536.319376728796,1.8189894035458565e-12,14784.345566140268,1818.6378736363556,1634.2418096370807,14267.297185211351,2598.838982000024
2025-04-06,40163.71505638606,3.053693142796021e-11,9.64428537031381e-12,6135.571551555497,1095.9023252821098,-3014.76063466793,1507.380317333965,40575.193048437926,38291.03396395808,-1.4551915228366852e-11,40163.71505638609,1634.2418096370807,1818.3712247612366,5347.441990049356,3760.2585560640146
2025-04-07,38754.265751736704,5.1154231073269325e-11,1.3834933199063926e-11,6256.6525359795405,3690.7457782462566,-1295.143432390411,647.5717161952055,35711.09168968565,36876.44544279274,7.275957614183426e-12,38754.265751736755,1818.3712247612366,1704.2502024714847,4457.960280177396,3549.201381040308
2025-04-08,40506.74680924742,5.271719537291997e-11,1.3949869037688245e-11,6720.488567260865,757.3172343689821,-3919.9179249644,1959.9589624822,41709.388537360646,38294.348768642245,-1.4551915228366852e-11,40506.746809247474,1704.2502024714847,1434.138123485291,5493.867140750586,3706.036733635511
2025-04-09,42014.81916197023,3.799189141062698e-11,9.844569603956188e-12,6295.050112428066,3551.4590486009074,-1414.4142093963724,707.2071046981862,39170.5672180675,40123.792374405064,7.275957614183426e-12,42014.81916197026,1434.138123485291,1704.1217372943809,4454.790133667471,3888.086884423144
2025-04-10,40064.3182712487,5.403962563543807e-11,1.3104795026919192e-11,7350.101504237733,2343.7435828549897,-2459.1325588725936,1229.5662794362968,38950.14096783002,38053.504130860754,-1.4551915228366852e-11,40064.318271248754,1704.1217372943809,1913.9707547071832,4242.061029605396,3698.2004382234268
2025-04-11,13892.756441305673,2.7214059949987048e-11,6.9290129189880645e-12,568.2314048329994,723.1499329768021,-44.129944222378754,22.064972111189377,13191.671480440062,13629.641491535553,-1.8189894035458565e-12,13892.7564413057,1913.9707547071832,1600.0373784222534,19549.994384945137,2609.896181368464
2025-04-12,14768.885761008194,2.640328866654329e-11,5.7558402488666616e-12,1325.9873887303852,612.2993882782124,-732.1668858085359,366.08344290426794,14522.66981563425,14198.70252201119,-1.8189894035458565e-12,14768.885761008221,1600.0373784222534,2081.323862626471,16224.511534173533,2509.463522283999
2025-04-13,37666.541945433855,5.5153570155397346e-11,1.4018119998127077e-11,3255.0787556423775,1330.6600231944672,-1075.051199658733,537.5255998293665,36873.40752206875,36685.46300453966,7.275957614183426e-12,37666.54194543391,2081.323862626471,1922.3251206406853,3372.7417640800654,3747.9254670461014
2025-04-14,37334.072063980384,199.78838480226398,28.639390023267772,8800.120597151876,604.2898901709417,-5841.955177318939,2920.9775886594693,39650.75976246891,34211.6645119306,0.0,37533.860448782645,1922.3251206406853,1563.3504677385324,1652.8102457166854,3839.7514171673315
2025-04-15,37555.39720551319,4.9719969474892874e-11,1.1160405932741924e-11,5580.86745113928,4122.555266489496,-1177.4890709908868,588.7445354954434,34021.586474519136,35592.46758118791,0.0,37555.39720551324,1563.3504677385324,1747.3879111700903,5440.201649859302,3594.8023743987305
2025-04-16,40008.83322748153,3.912664670036037e-11,1.042765873648932e-11,6692.035076439006,3883.5080306272184,-1847.4558839760018,923.7279419880009,37049.05313884231,37790.60260861779,7.275957614183426e-12,40008.83322748157,1747.3879111700903,1672.7336260397612,4005.4515599225597,3747.7079255698195
2025-04-17,38226.72988135552,4.91883990760833e-11,1.417144179782781e-11,8883.599150832331,4608.176279095058,-1155.5353898431454,577.7676949215727,34196.321297182025,36112.90342673559,0.0,38226.72988135557,1672.7336260397612,1816.4053361228848,3289.3797647913398,3890.7627214743948
2025-04-18,13552.210997394675,2.133948573401767e-11,5.688560733574377e-12,397.13808243944135,546.8323991252906,0.0,0.0,13005.378598269384,13369.933531019578,0.0,13552.210997394697,1816.4053361228848,2114.6628464776386,17718.557149371343,2494.5820762839467
2025-04-19,13913.806367098092,2.057456027770854e-11,5.455635943008019e-12,1259.4723268512269,1320.9288006712372,-227.17737486927973,113.58868743463987,12706.466253861494,13359.908079439705,1.8189894035458565e-12,13913.806367098112,2114.6628464776386,1927.4449004590097,17781.91324146404,2447.915153319247
2025-04-20,36346.59388467924,5.850413054009352e-11,1.556865747431857e-11,3612.5883505067886,1300.5960384781267,-886.4840337871212,443.2420168935606,35489.23986309467,35469.819854959635,7.275957614183426e-12,36346.5938846793,1927.4449004590097,2016.217166450502,3211.859815572876,3772.246901735156
2025-04-21,35216.69265199881,4.438770284664884e-11,1.209454758566153e-11,9281.990382703576,474.78157802170085,-4711.647225775856,2355.823612887928,37097.73468686504,32702.608513103653,0.0,35216.692651998856,2016.217166450502,1405.0759414739512,3271.004166039382,3527.7200930314357
2025-04-22,38055.548544583005,6.345306796662343e-11,1.6486478848776187e-11,8395.647611446395,5454.319154789675,-1043.2324437186694,521.6162218593347,33122.845611652665,35715.82593779378,0.0,38055.54854458307,1405.0759414739512,1700.087952928612,3510.2560626535083,3559.1362266321794
2025-04-23,35998.70396714445,4.0422551306207316e-11,1.2109868663401357e-11,5541.735961163606,3906.4468968442625,-274.78736602057376,137.39368301028688,32229.65075331047,34559.16131851941,0.0,35998.703967144495,1700.087952928612,1861.8720048221019,3114.468942675937,3675.789717931103
2025-04-24,35128.078007145785,5.4575413244162264e-11,1.484268263851618e-11,4269.074338829772,1748.0839846086658,-1231.669836240351,615.8349181201755,33995.82894065729,33929.548427489375,1.4551915228366852e-11,35128.07800714584,1861.8720048221019,1727.2236213004949,5917.012683429088,3465.8901278675467
2025-04-25,12991.344527266092,2.465111936800213e-11,5.283773418796045e-12,246.79922171247784,92.0115981900227,-95.96367090084928,47.98183545042464,12947.314764526494,12912.69215908566,0.0,12991.344527266117,1727.2236213004949,1781.6750978724028,21552.344960496874,2365.3031480833793
2025-04-26,13259.25881892472,2.8324750989128237e-11,5.999145624713265e-12,480.28856166011354,652.4351649268121,0.0,0.0,12606.823653997908,13041.780430615781,1.8189894035458565e-12,13259.258818924749,1781.6750978724028,1717.9801683954317,23665.158220735553,2364.7284570728048
2025-04-27,35314.68461155433,4.5850885754816774e-11,1.1944223388127284e-11,5370.362622551048,2538.184956635581,-1268.1764303620062,634.0882151810031,33410.58787009976,33834.534744161465,0.0,35314.684611554374,1717.9801683954317,1629.433489215889,4349.399074034381,3811.030738351332
2025-04-28,39764.52536235937,5.152421533871632e-11,1.3846701563124952e-11,5869.255773221018,1923.3732132070627,-1973.8107163793534,986.9053581896767,38828.05750734198,38136.49559976734,0.0,39764.52536235942,1629.433489215889,1812.4035509031683,4121.124532294366,3731.5475873769938
2025-04-29,34948.84053297203,4.468088565801054e-11,1.0770495606493569e-11,2802.0667433502867,1432.8479708289153,-780.4604321840472,390.2302160920236,33906.22277823514,34080.9943266037,7.275957614183426e-12,34948.84053297208,1812.4035509031683,1938.5891591320615,5280.427794950638,3390.3179276719834
2025-04-30,32736.870054452316,5.2991659005297004e-11,1.494300516657887e-11,2148.04986295887,814.2210493376109,-843.8438967802662,421.9219483901331,32344.570953504837,32043.541089616316,-3.637978807091713e-12,32736.87005445237,1938.5891591320615,1686.2412465763136,1894.020805028637,3455.744992692589
2025-05-01,34920.5210810134,9470.897769294,1917.3658990895437,2654.9218858472273,365.8949820187662,-1080.2461787066143,540.1230893533071,35094.749188347945,34258.43299765384,-7.275957614183426e-12,44391.418850307404,1686.2412465763136,1200.0,4212.940519459131,3711.6103506824847
2025-05-02,15501.414218084215,3713.5918498552437,762.2091223392036,1167.9121890712947,1429.2882423270742,-15.996635421840283,7.9983177109201415,14080.12429346806,15016.986486264268,0.0,19215.00606793946,1200.0,1200.5006622517988,13003.813308127577,2538.904552582553
2025-05-03,15232.036042188322,4052.2950500615575,724.0042132507024,1513.1695939658257,2055.417737067379,-3.0721133513179826,1.5360566756589913,13178.154361796602,14545.360739823534,0.0,19284.33109224988,1200.5006622517988,1277.888234077125,17761.951218727492,2496.6337471190923
2025-05-04,37274.80163763532,57.54176994902168,26.97214406386147,6547.734088245751,984.0847221985769,-3106.0367371287357,1553.0183685643678,37843.73528400111,35393.75502833809,0.0,37332.34340758434,1277.888234077125,1200.0,2473.862319903495,3355.2768458447204
2025-05-05,40357.20664902652,5.992798790543929e-11,1.6066703523165415e-11,6505.615982317175,3622.4508989697324,-2904.0078712009768,1452.0039356004884,38186.75968565728,37697.71908043612,0.0,40357.20664902658,1200.0,1424.6503306302022,2825.7465954565523,3904.9667952701184
2025-05-06,37987.07300771512,49.66041307076894,23.43274922773703,6405.314775195673,5228.172616963164,-779.0943388909425,389.54716944547124,33148.447560197426,35854.801632615265,-7.275957614183426e-12,38036.73342078589,1424.6503306302022,1280.5163227827343,1777.3250325357083,4005.1127371872713
2025-05-07,39485.06622443474,3.9338928448096053e-11,1.1979583991461595e-11,3979.8042959888835,3623.4767297490753,-27.401437086251352,13.700718543125676,35875.290213228785,38263.539929308594,-7.275957614183426e-12,39485.06622443478,1280.5163227827343,1788.2425611946378,2801.9497153566163,3866.9133552501426
2025-05-08,40024.81295074955,243.22893262507074,35.999250000019266,8674.452141466323,3685.4826302998404,-3105.831584798375,1552.9157923991875,37892.246112848894,37243.40294825042,-7.275957614183426e-12,40268.041883374615,1788.2425611946378,1266.9295663247344,2792.108159744784,3650.095161544526
2025-05-09,16593.957622200523,2.2973750457566665e-11,5.388800516925585e-12,2838.8412835208396,3778.3130122539806,-7.404823924985944,3.702411962492972,12819.347021909036,15330.817539486703,0.0,16593.957622200545,1266.9295663247344,1857.8613627979119,17717.917076294907,2567.495183514121
2025-05-10,15138.472086928618,3.6705917638713006e-11,8.475442569988445e-12,739.4014191260621,1176.3397774824382,-27.782143937942237,13.891071968971119,13976.02338141515,14732.467755798834,0.0,15138.472086928654,1857.8613627979119,1376.635564827133,14013.016216152268,2468.540367240591
2025-05-11,38180.049344740844,799.5227992051177,121.47227633746927,2660.571314359222,511.8025507239997,-982.135456125436,491.067728062718,38159.314522079556,37518.380766436785,7.275957614183426e-12,38979.57214394596,1376.635564827133,1299.2337318205757,2952.3820685745727,3665.187330375196
2025-05-12,40838.64209303264,5.532509572692134e-11,1.5601520075847475e-11,10430.841278110089,8754.437593754108,-1390.6815385911707,695.3407692955853,32779.54526857412,37225.15545915235,0.0,40838.6420930327,1299.2337318205757,2341.2391270760954,4739.8811393945325,3338.80964875727
2025-05-13,38574.59431706545,5.688883009113965e-11,1.5067058711792924e-11,5478.522487669867,1323.3624937265317,-2106.014207232035,1053.0071036160175,38304.23892695494,37080.466382207254,0.0,38574.59431706551,2341.2391270760954,2320.678585082384,4500.623668979898,3419.3972934929416
