date,total_fee,initial_plan_fee,increase_fee,refund,cancel_penalty,emergency_fee,emergency_kwh,unused_kwh,start_soc,end_soc,fallbacks
2025-02-01,30816.49621787039,30809.017505870353,0.0,0,0.0,7.4787120000276675,3.856000000009846,3189.1398018077703,1200.0,10800.0,1
2025-02-02,60210.65913823531,60210.65913823531,0.0,0,0.0,4.898714056622566e-11,1.2701839580131491e-11,7011.181836258933,10800.0,4212.741393934386,0
2025-02-03,62996.16105859386,62794.89963624165,0.0,0,0.0,201.26142235222954,83.5302242873049,3860.1341434279816,4212.741393934386,3044.060445329707,0
2025-02-04,63228.610416238225,63228.61041623815,0.0,0,0.0,8.255053352002051e-11,1.9946710949625412e-11,2566.7472138749167,3044.060445329707,2498.180707244428,0
2025-02-05,63373.19231613078,63343.33197113071,0.0,0,0.0,29.860345000076805,13.875625000018147,2887.4668076994417,2498.180707244428,2554.6532781613832,0
2025-02-06,64034.358619787374,64034.35861978728,0.0,0,0.0,7.408853488089645e-11,1.4838920023296787e-11,4061.296056561708,2554.6532781613832,3220.1434157407425,0
2025-02-07,17357.723606381413,17310.497684823044,0.0,0,0.0,47.225921558368675,27.15694166667906,6634.276808054984,3220.1434157407425,2101.6963423933853,0
2025-02-08,17350.24884670062,17350.248846700593,0.0,0,0.0,2.935833684492017e-11,8.825294661729544e-12,5695.599982382918,2101.6963423933853,2465.010429972337,0
2025-02-09,61913.62961279054,61913.62961279049,0.0,0,0.0,7.94703580442313e-11,1.8310103433449854e-11,1388.0780192922625,2465.010429972337,3563.288743651434,0
2025-02-10,59973.27430118067,59973.274301180645,0.0,0,0.0,3.6524463897791294e-11,9.766853992232427e-12,7346.011363180269,3563.288743651434,3509.3996708541754,0
2025-02-11,59672.6373409206,59672.63734092054,0.0,0,0.0,7.519710432113414e-11,1.7530421558831222e-11,5761.724296330007,3509.3996708541754,3362.880891302551,0
2025-02-12,58886.51740025502,58886.51740025497,0.0,0,0.0,5.391304719326584e-11,1.263733562240077e-11,4840.968400177223,3362.880891302551,3244.5875050651516,0
2025-02-13,55046.44651230106,54754.853020327195,0.0,0,0.0,291.5934919738877,140.34406349693316,4598.911647077167,3244.5875050651516,2573.823163417076,0
2025-02-14,16919.17829209097,14184.228995925878,0.0,0,0.0,2734.949296165099,648.8084875992172,2183.5485375634994,2573.823163417076,1304.2953851234563,0
2025-02-15,17941.249683715745,15036.70787868572,0.0,0,0.0,2904.541805030032,708.351862000011,2698.27339027779,1304.2953851234563,1200.0,0
2025-02-16,61380.19708231735,53178.703004377036,0.0,0,0.0,8201.494077940317,1401.597258835609,80.54503554160489,1200.0,1285.453549891975,0
2025-02-17,54080.81943973098,54080.81943973093,0.0,0,0.0,4.81315252098824e-11,1.0913270287460364e-11,4097.968042601304,1285.453549891975,1751.6863282319164,0
2025-02-18,53006.576580335495,52959.974059341665,0.0,0,0.0,46.60252099380739,24.511859722231847,1860.337170877439,1751.6863282319164,3077.22512872795,0
2025-02-19,56105.82537620412,50997.98887721443,0.0,0,0.0,5107.83649898969,1043.2333903400345,1640.8006025794093,3077.22512872795,1200.0,0
2025-02-20,52676.43417663629,52033.86669141232,0.0,0,0.0,642.5674852239639,121.64333477382331,1572.9960058365114,1200.0,2118.1517544268117,0
2025-02-21,14375.684766079767,14375.684766079732,0.0,0,0.0,3.671860127063553e-11,1.3180789792954783e-11,5256.49398818392,2118.1517544268117,1521.004744487415,0
2025-02-22,15063.258919582777,14781.743196810774,0.0,0,0.0,281.5157227719987,55.242451153178045,3136.979968055568,1521.004744487415,1544.601492453703,0
2025-02-23,51312.20393472435,51270.59131083617,0.0,0,0.0,41.61262388818589,19.664489791682275,160.64756190478323,1544.601492453703,1959.2430409959372,0
