variant,total_cost_yuan,plan_cost_yuan,emergency_cost_yuan,saving_yuan,saving_fraction,emergency_kwh,unused_kwh,start_soc_kwh,end_soc_kwh
enhanced,13980750.18665472,13354180.696117366,626569.4905373543,1965799.9193943013,0.12327430737815903,122473.94331259117,2763674.3872197997,1200.0,1200.0
