date,total_fee,initial_plan_fee,increase_fee,refund,cancel_penalty,emergency_fee,emergency_kwh,unused_kwh,start_soc,end_soc,fallbacks
2025-05-15,38140.47264204407,37875.221193644014,0.0,0,0.0,265.2514484000506,128.20581666667908,2990.7828335684976,1777.6157021825422,2762.4368544578424,0
2025-05-16,11763.92862012706,11763.92862012705,0.0,0,0.0,1.452862974371527e-11,4.512168416681561e-12,22105.328858545636,2762.4368544578424,2277.1810648882997,0
2025-05-17,12058.306469009543,11932.49706539648,0.0,0,0.0,125.80940361306607,79.07096279924322,14704.510686493244,2277.1810648882997,1795.8203656084709,0
2025-05-18,37253.23157392466,36812.22211380556,0.0,0,0.0,441.0094601191058,191.04630119049133,1095.5390605673233,1795.8203656084709,2619.6265650793657,0
2025-05-19,36448.72571287274,36221.12164001158,0.0,0,0.0,227.60407286116472,107.72138960518672,7005.347236814153,2619.6265650793657,2603.7447346166427,0
2025-05-20,36915.337591061725,35870.71388549806,0.0,0,0.0,1044.6237055636761,561.5359046192949,73.40328095268242,2603.7447346166427,2222.747674603175,0
2025-05-21,36998.85876414606,36627.187804356974,0.0,0,0.0,371.67095978907986,170.08691694049313,3514.6731254850247,2222.747674603175,2147.3389022590904,0
