date,total_cost_yuan_new,total_cost_yuan_baseline,saving_yuan
2025-09-01,46415.87630345249,45590.87078594533,-825.0055175071611
2025-09-02,48281.4075110199,50579.45611254477,2298.0486015248753
2025-09-03,45734.63465229525,44851.433737862426,-883.2009144328258
2025-09-04,43326.46770507333,48945.58104336044,5619.113338287112
2025-09-05,22350.07783427779,23274.96519400074,924.8873597229504
2025-09-06,21224.15440925324,23582.90648596173,2358.7520767084898
2025-09-07,39880.71741369488,43559.54862592327,3678.8312122283896
2025-09-08,75146.4392842344,56734.27666655759,-18412.162617676804
2025-09-09,59749.44955954126,43342.09669543638,-16407.352864104876
2025-09-10,82600.04431921054,74785.69230988328,-7814.352009327267
2025-09-11,55452.81552996027,43271.94988281645,-12180.865647143823
2025-09-12,21650.381845985106,21821.23469462279,170.85284863768538
2025-09-13,22258.262032227343,20120.589001791748,-2137.673030435595
2025-09-14,51278.4709048409,64906.20534573867,13627.734440897773
2025-09-15,44691.399723818846,46351.251863538375,1659.852139719529
2025-09-16,44591.82086688033,57844.764814300695,13252.943947420368
2025-09-17,45179.06757819512,49018.9910338834,3839.9234556882802
2025-09-18,43670.91419265118,45112.45736746124,1441.54317481006
2025-09-19,18353.519974014773,22422.7641554814,4069.244181466627
2025-09-20,21510.20086667875,23954.85620979683,2444.65534311808
2025-09-21,41959.654678941566,44006.73480246959,2047.0801235280233
2025-09-22,44532.941779495086,51315.13460506217,6782.192825567086
2025-09-23,47161.39057799933,52325.153404884666,5163.762826885337
2025-09-24,46402.95678233771,46947.82305141184,544.866269074133
2025-09-25,41014.78103660891,46990.0576045846,5975.276567975692
2025-09-26,18485.091347677488,19050.98364344883,565.8922957713439
2025-09-27,21377.634090920874,32362.755537374367,10985.121446453493
2025-09-28,48509.49660036031,51572.49609048784,3062.9994901275277
2025-09-29,46624.06773611671,46808.12489697093,184.0571608542159
2025-09-30,48538.61181447872,56894.74938856221,8356.137574083492
2025-10-01,44211.33693200924,43784.71161278985,-426.6253192193908
2025-10-02,40801.20760169804,40943.93297984739,142.72537814934913
2025-10-03,17005.702639570565,22815.709209233348,5810.006569662783
2025-10-04,20287.67321292879,20853.73661179563,566.0633988668415
2025-10-05,41788.351112684344,40604.36177297555,-1183.9893397087944
2025-10-06,41576.71686302595,45582.439594585885,4005.7227315599375
2025-10-07,46937.782985834216,44210.68575782681,-2727.0972280074056
2025-10-08,42512.74850217,41607.71905813586,-905.0294440341386
2025-10-09,47443.02373965569,43230.26179674484,-4212.761942910853
2025-10-10,21624.37586401767,19246.171573665302,-2378.204290352369
2025-10-11,21933.512780843943,21797.82210497168,-135.69067587226164
2025-10-12,43567.77244833052,44319.59988095699,751.8274326264655
2025-10-13,44295.252607316696,41991.25803477896,-2303.994572537733
2025-10-14,49768.16738778961,59025.293561642015,9257.126173852404
2025-10-15,46614.45539157137,50124.57284962212,3510.1174580507504
2025-10-16,50925.813825568715,50104.441022922176,-821.3728026465396
2025-10-17,17155.653160653103,18136.07964121148,980.4264805583771
