date,evaluation,start_soc_kwh,end_soc_kwh,solver_status,planner_fallback,solver_gap,solve_seconds,controller_seconds,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,plan_cost_yuan,emergency_cost_yuan,dispatch_fallback,total_cost_yuan
2025-02-01,True,1200.0,9427.350198722219,Optimal,False,0.0,0.07108209999569226,0.041064699995331466,52960.69294006075,27226.54574960905,14648.886878333335,799.184685000009,6804.042820451706,26747.815099434716,2450.5029056642024,0,29198.318005098918
2025-02-02,True,9427.350198722219,9244.34707137103,Optimal,False,0.0,0.0631474999972852,0.04136429999198299,90022.66878403806,21897.955876037387,17902.047074206355,1.2086331935279304e-11,7670.482032207047,56920.65662050922,4.43684093909269e-11,0,56920.65662050926
2025-02-03,True,9244.34707137103,9067.95508419577,Optimal,False,0.00017345849913755695,0.0391109000047436,0.03964879999693949,89062.40093101299,22193.994699958843,18135.8884954244,8.943970238110014,4796.322196716657,56168.06748787483,32.412339184580134,0,56200.47982705941
2025-02-04,True,9067.95508419577,9220.17107089947,Optimal,False,0.0008110172433403857,0.04055740000330843,0.04031120000581723,89167.68318257919,23750.028180016656,19100.52843778016,197.2722916666817,3520.5917820093764,56252.19424026659,916.4088065625504,0,57168.603046829136
2025-02-05,True,9220.17107089947,9206.848847059528,Optimal,False,0.0003183052044299583,0.03991130000213161,0.04098320000048261,88726.11501802028,23263.685327028714,18855.575116349206,212.08136904763634,3781.659193055079,55978.33245671542,1008.2402486304212,0,56986.57270534584
2025-02-06,True,9206.848847059528,9286.770205175264,Optimal,False,0.0,0.130071699997643,0.0391304999939166,89430.97101987801,22866.4597105166,18449.903143214284,12.609090476204099,4755.966326385229,56462.65140942495,73.65600201672089,0,56536.307411441674
2025-02-07,True,9286.770205175264,8930.751530066138,Optimal,False,0.0,0.07949489999737125,0.04036909999558702,42354.81059911155,18590.519423673573,15378.73754077381,510.8942666666791,7848.2433162118,21901.290565515854,1458.0922370667054,0,23359.38280258256
2025-02-08,True,8930.751530066138,9149.113920469574,Optimal,False,0.0,0.09059089999936987,0.04091120000521187,41768.446033621396,18245.35619575985,14582.212367202386,514.9127916666748,7043.05228006394,21597.023774262216,1468.780719729197,0,23065.804493991414
2025-02-09,True,9149.113920469574,8934.840303429892,Optimal,False,1.3694135366999033e-05,0.04160520000732504,0.04242339999473188,86960.27323493459,22703.15685805115,18582.403310357146,121.32750119048899,3405.4312217644147,54741.75667509297,514.7188926214723,0,55256.47556771444
2025-02-10,True,8934.840303429892,8821.139387382935,Optimal,False,0.0,0.06629329999850597,0.041228800007957034,87522.98849065624,20221.000542208265,16481.341263630955,8.827161224189695e-12,9456.691628745602,54930.59699158912,3.131354509022799e-11,0,54930.59699158915
2025-02-11,True,8821.139387382935,8750.208813678571,Optimal,False,0.0,0.06849470001179725,0.044060699990950525,86936.92040342078,21661.059467782925,17609.295685238096,1.0663470106919704e-11,7664.559487542629,54424.36457882363,3.877587984035813e-11,0,54424.36457882367
2025-02-12,True,8750.208813678571,8806.56345407407,Optimal,False,1.746750689483635e-05,0.07438239999464713,0.04016849999607075,86050.61203365079,21604.562493810998,17448.97644363096,1.305267005591304e-11,6628.289850137433,53829.834591525345,4.413683107884481e-11,0,53829.83459152539
