date,evaluation,start_soc_kwh,end_soc_kwh,solver_status,planner_fallback,solver_gap,solve_seconds,controller_seconds,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,plan_cost_yuan,emergency_cost_yuan,dispatch_fallback,total_cost_yuan
2025-02-01,True,1200.0,2728.8173736904755,Optimal,False,0.0,0.05172030000539962,0.03938580000249203,46622.30238614444,19837.83953425926,14692.714386428572,175.1903183000129,7274.191623280435,24396.740927787167,523.7818937364603,0,24920.522821523627
2025-02-02,True,2728.8173736904755,2560.0410773862436,Optimal,False,0.0,0.019978299998911098,0.038599299994530156,91172.1419837566,21429.47291033804,17509.771724047623,1.2633449841814581e-11,8896.162847466207,58009.352837380124,4.6181485302554395e-11,0,58009.35283738017
2025-02-03,True,2560.0410773862436,2391.2530552671965,Optimal,False,0.0,0.019233899991377257,0.03928539999469649,90242.22426144622,21843.527324041734,17845.166352380948,1.379096836728877e-11,6026.94678978544,57240.62669444503,5.3282514178576435e-11,0,57240.62669444508
2025-02-04,True,2391.2530552671965,2422.2519546031767,Optimal,False,0.0009752436021063096,0.01985199999762699,0.04093920000013895,90292.43171533888,23399.347434861844,18925.572412835714,1.3668621789975077e-11,4623.79274331277,57289.988878995624,5.131299851690585e-11,0,57289.988878995675
2025-02-05,True,2422.2519546031767,2428.6829085132276,Optimal,False,0.0007874577815514863,0.020583599995006807,0.04145809999317862,89931.91227354968,23020.316881789142,18640.66881573016,16.995463095249992,4820.832687252612,57090.35194890705,81.1448385482575,0,57171.49678745531
2025-02-06,True,2428.6829085132276,2307.936285293654,Optimal,False,0.000742067848870829,0.020668999990448356,0.04119150000042282,90476.53938052739,22064.21341634626,17980.68482813809,12.609090476204598,6134.562666128763,57547.9549364932,73.65600201671741,0,57621.61093850992
2025-02-07,True,2307.936285293654,2155.081884305994,Optimal,False,0.0,0.04136659999494441,0.04077929999039043,43710.82297267213,18566.338461669602,15176.303114841274,364.26176112858246,8879.369720305716,22778.719003825983,1039.60306626098,0,23818.322070086964
2025-02-08,True,2155.081884305994,2444.123420210754,Optimal,False,0.0,0.048337999993236735,0.039547699998365715,42854.73674461003,18100.470135524203,14401.243427460322,513.8281666666766,8092.175486546163,22326.80617309284,1466.4655876667007,0,23793.27176075954
2025-02-09,True,2444.123420210754,2135.038136632277,Optimal,False,0.0006567912481715875,0.02007959999900777,0.03985159999865573,87894.22407346523,22402.05326498236,18423.839899856343,74.30614880953682,4434.900890482082,55662.981572033816,296.8530644940937,0,55959.83463652791
2025-02-10,True,2135.038136632277,1945.00155175661,Optimal,False,0.00020675983933122772,0.019601799998781644,0.03984800000034738,88304.0516946943,19264.918155840678,15775.61663261905,9.425349389857729e-12,10488.112588139347,55824.16661877131,3.343846888270718e-11,0,55824.16661877135
2025-02-11,True,1945.00155175661,1908.356535544972,Optimal,False,0.0,0.020204000000376254,0.04007109999656677,87859.40538993533,21270.006518436217,17261.68579452381,1.2707168650649692e-11,8630.487532689609,55306.562124471035,4.307080292420551e-11,0,55306.56212447108
2025-02-12,True,1908.356535544972,1908.6866307142834,Optimal,False,2.4541036871457406e-05,0.020517800003290176,0.0408542000077432,86799.39577288654,21020.40541438566,17026.231300000007,9.475531470570786e-12,7538.485525167558,54622.8893429477,3.1917022358385336e-11,0,54622.88934294773
2025-02-13,True,1908.6866307142834,1453.6455231327159,Optimal,False,0.0,0.019685999999637716,0.039516399992862716,81988.57612897463,19525.46943962032,16225.167242915872,314.2707122825517,7673.065627886064,51289.85127264338,752.4730421512526,0,52042.32431479463
2025-02-14,True,1453.6455231327159,1360.2015139320988,Optimal,False,0.0,0.044751900000846945,0.039161099994089454,35685.13370542866,18725.09141594307,15251.423655194443,13.333667186521826,2422.9977951998944,18620.79085389712,37.09364543618253,0,18657.884499333304
2025-02-15,True,1360.2015139320988,1201.5155,Optimal,False,0.0,0.04150429999572225,0.040699699995457195,35589.79521417352,18371.206091383498,15023.494346559522,185.28502828175638,3147.277397631307,18514.611249344085,703.7630931861512,0,19218.374342530235
2025-02-16,True,1201.5155,1311.4776204506177,Optimal,False,0.0,0.03277969999180641,0.04147250000096392,79556.93252420952,22877.45329280864,18431.771258769444,1598.2276028146955,1332.0989929850223,49088.764199466386,7416.761190518037,0,56505.525389984425
2025-02-17,True,1311.4776204506177,1395.7387330771603,Optimal,False,0.0007586113519053991,0.02039429999422282,0.0409224000031827,80977.12382481678,20792.507003104547,16766.095671150797,180.45686400794554,5947.3061902043,49971.47008600678,546.8734004016214,0,50518.343486408405
2025-02-18,True,1395.7387330771603,1594.3793911238963,Optimal,False,0.0,0.03308660000038799,0.03935700000147335,79570.96789418382,22166.27257022829,17775.904189642857,133.7718280952527,3222.9835583603003,49146.67099599354,372.03311040938377,0,49518.704106402925
2025-02-19,True,1594.3793911238963,1200.0,Optimal,False,0.0,0.03320229999371804,0.03976360001252033,78568.85752552425,22602.137166948898,18662.672557240116,1146.5572048233885,2896.622737305516,48529.53212936597,4521.309865564132,0,53050.8419949301
2025-02-20,True,1200.0,1415.2265775617257,Optimal,False,0.0,0.03265909999026917,0.042442599995411,78035.29405475635,22164.47596170782,17759.52160917778,865.3516550341318,3502.557623927117,48028.75672748222,3900.937771030769,0,51929.69449851299
2025-02-21,True,1415.2265775617257,1551.7559776807796,Optimal,False,0.0,0.0369868999987375,0.04064729998935945,35102.00125712964,18114.01518389673,14549.475838849203,8.901768211444505e-12,5977.1998787487855,18235.522368970214,3.647732627065636e-11,0,18235.52236897025
2025-02-22,True,1551.7559776807796,1587.8273018575876,Optimal,False,1.804047591867944e-16,0.05731770000420511,0.04018329999234993,34924.255309199485,17977.022131801386,14528.923734999997,1.1135203870082933e-11,3631.3940290647765,18185.38097750043,4.5512828728000446e-11,0,18185.380977500477
2025-02-23,True,1587.8273018575876,1391.290637166667,Optimal,False,0.0,0.03697390000161249,0.04050230000575539,77712.12727697041,21915.95072986723,17928.803089414287,657.5854037206444,2850.7113569047738,47958.98409285085,2640.6705958029775,0,50599.65468865383
2025-02-24,True,1391.290637166667,1447.3871839074077,Optimal,False,0.0,0.03884039999684319,0.039910899999085814,77817.16569896777,21163.673277103662,17092.088462387303,70.28002515240011,5612.827292737142,47827.22747303449,320.85180291608117,0,48148.07927595057
2025-02-25,True,1447.3871839074077,1290.5105546375682,Optimal,False,0.0,0.04692870000144467,0.03979530000651721,77468.13289103581,20213.883810339503,16514.434852717855,212.49851698413664,8159.859217064973,47668.56470414558,575.5045861586482,0,48244.06929030423
2025-02-26,True,1290.5105546375682,1731.5925520277776,Optimal,False,0.0,0.034486599994124845,0.03969400000642054,75355.8840092333,22320.312847682246,17682.47960897143,396.3391917031834,2299.5419288923326,46181.46200709043,1504.6269618538524,0,47686.08896894428
2025-02-27,True,1731.5925520277776,1589.6910619501787,Optimal,False,0.0,0.03673809999600053,0.038630600000033155,73245.42332313639,21185.906098400454,17288.295280774208,1971.1665133131053,4362.394818823257,44945.5625117145,9502.573568167843,0,54448.136079882344
2025-02-28,True,1589.6910619501787,1558.2549130132315,Optimal,False,0.0,0.03580599999986589,0.039322399999946356,33868.705584080446,17391.12779228444,14115.10604579365,8.392730954653871e-12,7300.090287589663,17477.08690346668,3.346791360714363e-11,0,17477.086903466712
2025-03-01,True,1558.2549130132315,1549.1409488672784,Optimal,False,0.0,0.04868800000986084,0.03908699999738019,33811.97800221634,16511.74500108612,13382.716018611116,8.367195825087492e-12,7024.18308640801,17557.75681417073,3.2345324696425593e-11,0,17557.756814170763
2025-03-02,True,1549.1409488672784,1356.6371365030866,Optimal,False,0.0,0.03451269998913631,0.040545399999246,75775.86376801638,21161.23369634971,17313.85272517104,2101.295710424212,1671.4714405952498,46691.257136348075,10671.30534285537,0,57362.56247920344
2025-03-03,True,1356.6371365030866,1406.9405654722211,Optimal,False,0.0,0.020310599997173995,0.039919500006362796,78419.3902174172,23037.36304745199,18614.99098236389,872.4549983107248,2852.3265173064974,48417.56914675203,3488.5542161415706,0,51906.1233628936
2025-03-04,True,1406.9405654722211,1545.214429614196,Optimal,False,0.0,0.03555000000051223,0.0391137999977218,80970.40973407701,20113.13873788654,16167.195899960321,59.70878638890026,7884.71774920636,50371.33351317145,129.26316970490123,0,50500.59668287635
2025-03-05,True,1545.214429614196,1508.9807230388003,Optimal,False,0.0002334227790042861,0.020311000000219792,0.040195800000219606,80067.51896999216,19000.520129966193,15423.031641190473,16.19401511905958,10375.752479668841,49549.827455681516,51.79026248313885,0,49601.617718164656
2025-03-06,True,1508.9807230388003,1552.0476319753093,Optimal,False,0.000854833243404984,0.019514699990395457,0.04055540000263136,77332.7075574172,19750.349242341752,15959.022668253963,50.76013361112216,7651.486983607207,47895.53249687687,110.58502668018707,0,48006.117523557055
2025-03-07,True,1552.0476319753093,1931.596084398146,Optimal,False,0.0,0.03950470000563655,0.0399384999909671,32859.00804077601,15905.706152652852,12542.028376468257,8.770761894538737e-12,8573.044731258093,17167.898720796595,3.235909207255361e-11,0,17167.898720796627
2025-03-08,True,1931.596084398146,1954.804265391978,Optimal,False,0.0,0.050635200008400716,0.04163859999971464,30465.334649360182,15352.765829463066,12414.852958970634,698.96051241826,9163.242774619346,16140.641134065541,2284.4253016221683,0,18425.06643568771
2025-03-09,True,1954.804265391978,1734.0355886975299,Optimal,False,0.0,0.03283989999908954,0.04023610000149347,71263.1265375676,20991.136029729078,17201.511993105556,638.9755642754026,4778.953015219485,43743.94337367271,2322.157143562425,0,46066.100517235136
2025-03-10,True,1734.0355886975299,1734.5000027345675,Optimal,False,0.0,0.03661330000613816,0.03907749999780208,71165.84225730893,20865.344514532135,16900.511084137695,1511.9161295924778,670.8535065069707,43552.830555926994,6647.069332100001,0,50199.899888026994
2025-03-11,True,1734.5000027345675,1981.4226619043213,Optimal,False,0.0,0.03896520000125747,0.03870889999961946,72170.03866140507,20760.798674013808,16594.01653269841,273.94402341270893,4338.281743502372,43814.341763688986,1169.4734048954808,0,44983.815168584464
2025-03-12,True,1981.4226619043213,1604.0957927932143,Optimal,False,0.0,0.0333738000044832,0.04012210000655614,72497.76223840144,19544.92996744856,16170.98745583333,215.21900638890267,6903.504049841774,44289.410703233414,468.9707141526979,0,44758.38141738611
2025-03-13,True,1604.0957927932143,1596.7051360308653,Optimal,False,0.0,0.03305720000935253,0.0395762999978615,72397.1677674363,20856.637807947776,16900.528215523813,1570.3267574127071,2465.7669157583846,43996.35223986785,7636.584343813162,0,51632.93658368101
2025-03-14,True,1596.7051360308653,1989.4734463240754,Optimal,False,0.0,0.06558990001212806,0.038952100003371015,31274.790587781208,15658.233628720847,12329.677759999997,8.027929015996804e-12,11916.808735727032,16429.530825256355,2.7628279870503536e-11,0,16429.530825256385
2025-03-15,True,1989.4734463240754,1503.3383991141977,Optimal,False,0.0,0.05846320001001004,0.03889060000074096,31253.074775425237,14993.576938971193,12582.318863055556,6.532108187684571e-12,7917.691549509608,16399.458713772397,2.5069681774958497e-11,0,16399.458713772423
2025-03-16,True,1503.3383991141977,1977.3748053549402,Optimal,False,0.0,0.05900880000262987,0.040040899999439716,73315.47602661523,20335.88587696159,16045.434794722221,35.50380361112351,5709.4818146536545,44652.61421507445,93.12914645046726,0,44745.74336152492
2025-03-17,True,1977.3748053549402,2139.6517890493856,Optimal,False,0.0,0.03342300000076648,0.039651300001423806,71678.01088675926,18854.330909180382,15125.958751111111,56.933749166677,10148.441044523326,43594.50946918549,124.63312639865327,0,43719.14259558414
2025-03-18,True,2139.6517890493856,1747.8721541388893,Optimal,False,0.0,0.033053000006475486,0.04025570000521839,69729.6575967181,20053.464756224275,16595.90812396111,977.0396485388958,6123.182246327167,42337.905714415785,4713.786131036984,0,47051.69184545277
2025-03-19,True,1747.8721541388893,2147.0176873796304,Optimal,False,0.0,0.03985810000449419,0.0411863000044832,69335.23270094651,20945.467160277778,16606.597419908332,544.9737067583446,6075.866217335402,42075.06529256607,2678.9697040162196,0,44754.03499658229
2025-03-20,True,2147.0176873796304,1907.4909565617268,Optimal,False,0.0,0.03380239999387413,0.039839600009145215,67904.61903439986,20585.82183029835,16890.08974027778,195.39185305556904,2195.3169807681884,41481.560543850515,624.1786343039407,0,42105.73917815446
2025-03-21,True,1907.4909565617268,1614.0459225123466,Optimal,False,0.0,0.03753490000963211,0.03949250000005122,30103.3796569273,14836.468684732512,12281.640165277777,6.404654584457603e-12,15515.086620805907,15688.425786201318,2.2649766950877393e-11,0,15688.42578620134
2025-03-22,True,1614.0459225123466,2485.0775999444436,Optimal,False,0.0,0.03613920000498183,0.040341899992199615,31235.749541354595,15104.393686515772,11450.630376388888,8.634620796144077e-12,11700.786497894387,16341.168472874826,3.0133222181372153e-11,0,16341.168472874857
2025-03-23,True,2485.0775999444436,1625.4032174876538,Optimal,False,0.0,0.044209999992745,0.04174010000133421,67814.5851751166,19438.966327314818,16519.269669336114,146.47612344167342,6271.644523912909,41153.511315217474,721.9567244456669,0,41875.468039663145
2025-03-24,True,1625.4032174876538,1818.9540341635823,Optimal,False,0.0,0.04811340000014752,0.041008600004715845,67298.07873203361,20569.842187596023,16487.376436944443,159.7136236111236,5376.829521659824,40750.8611134721,530.9391676915736,0,41281.800281163676
2025-03-25,True,1818.9540341635823,1487.2690922962977,Optimal,False,0.0,0.035504999992554076,0.03935099999944214,67124.29964414952,20390.304243858023,16814.662885205555,561.0543475722344,3159.587916402622,40536.53215408226,2428.845845503899,0,42965.37799958616
2025-03-26,True,1487.2690922962977,1647.6160520092578,Optimal,False,0.0,0.03435519999766257,0.039363799995044246,67449.5665211214,19947.11116305555,16012.847778333333,70.46126194445009,7993.209531676966,40630.0857701569,194.7855856029373,0,40824.87135575983
2025-03-27,True,1647.6160520092578,1856.6573941666702,Optimal,False,0.0,0.044451900001149625,0.04131780000170693,66635.29905701645,20225.993006560366,16194.917127372226,143.97525429445582,4031.209032122778,40415.68622050119,312.7982944962664,0,40728.48451499746
2025-03-28,True,1856.6573941666702,2304.380841876546,Optimal,False,0.0,0.06807999999728054,0.039409400007571094,30324.28926463649,14750.452238196154,11544.915209999997,6.505462835093567e-12,16296.871469773674,15653.027010571665,2.036346091749408e-11,0,15653.027010571685
2025-03-29,True,2304.380841876546,1911.955633586424,Optimal,False,0.0,0.06601959999534301,0.040103899998939596,29322.39706444444,13802.837814519886,11533.481317222218,1.1625755913513558e-11,19345.831383813453,15024.561254139166,5.003333980457825e-11,0,15024.561254139217
2025-03-30,True,1911.955633586424,2108.421048114197,Optimal,False,0.0,0.038056600009440444,0.0393917000037618,64038.17724179355,20136.201784245535,16133.504572163889,69.30844866945728,4759.1687783813595,38881.843328164556,174.61548165089891,0,39056.458809815456
2025-03-31,True,2108.421048114197,2008.6294802469133,Optimal,False,0.0,0.036040600010892376,0.03982669999822974,62184.51458187929,19050.62162671468,15520.815928719448,465.6173756632857,2168.9367762140114,37555.224813917455,1908.8071350977402,0,39464.031949015196
2025-04-01,True,2008.6294802469133,1807.3243621481488,Optimal,False,0.0,0.03650680001010187,0.04043890000320971,63440.778228957955,19263.998630346847,15785.013496869835,753.6349222968506,506.57650111112935,38227.53729859805,3984.482858525112,0,42212.02015712316
2025-04-02,True,1807.3243621481488,1895.6419245401212,Optimal,False,0.0,0.03478299999551382,0.03952269999717828,65999.86716239613,20389.312780915636,16435.857546388892,2217.6885783583452,3828.765106227726,39440.450977832625,10942.135275659333,0,50382.58625349196
2025-04-03,True,1895.6419245401212,1892.7313996049372,Optimal,False,0.0,0.034701199998380616,0.03992080000170972,68108.85329627381,20222.427245586423,16382.78554136667,199.5153638444505,8605.196689231834,40686.22056131453,929.7512023898101,0,41615.971763704336
2025-04-04,True,1892.7313996049372,2058.193100243826,Optimal,False,0.0,0.08999870000116061,0.03938180000113789,29056.44906515432,14007.87136182099,11197.460272500002,7.385203559806541e-12,19815.235725833343,14799.912465947045,2.9863154615838996e-11,0,14799.912465947074
2025-04-05,True,2058.193100243826,1769.3445056049368,Optimal,False,0.0,0.0834138000063831,0.03983439999865368,29131.631814451306,13279.119502527436,11016.050532222223,6.560973986324825e-12,14824.447860812767,14820.78097775568,2.4785066887744733e-11,0,14820.780977755705
2025-04-06,True,1769.3445056049368,1751.8861235057332,Optimal,False,0.0,0.06758229999104515,0.03959100000793114,65938.77563665099,19615.27816857682,15904.087860436508,2.3754383333411155,7819.884500177354,39452.206723141935,5.146387149190769,0,39457.35311029113
2025-04-07,True,1751.8861235057332,1844.3234170061755,Optimal,False,0.0,0.07874359999550506,0.03948609999497421,65498.06042912454,18925.817946971874,15246.718972896822,56.08277376985047,8632.324945486003,39094.12807209138,122.86495193323395,0,39216.99302402461
2025-04-08,True,1844.3234170061755,1470.5996236190492,Optimal,False,0.0,0.036576300000888295,0.03958670000429265,64571.2804727621,20173.509102095817,16676.89378674603,44.901990000013654,6766.373530745655,38574.5494878683,215.41572336005498,0,38789.96521122836
2025-04-09,True,1470.5996236190492,1737.7026032103188,Optimal,False,0.0,0.03671810000378173,0.03937329999462236,64270.47858758328,20928.892640461978,16712.010357142062,123.56510154843048,1042.8503891451303,38431.6478938244,475.14724134858966,0,38906.79513517299
2025-04-10,True,1737.7026032103188,1848.1920112054643,Optimal,False,0.0,0.040879700012737885,0.03979039999831002,64249.118915931314,20557.3350764418,16552.000944722226,28.9266455555693,5812.07352976731,38446.58380232673,62.901812682271675,0,38509.485615009
2025-04-11,True,1848.1920112054643,1811.4498534175457,Optimal,False,0.0,0.10173889998986851,0.04062050000356976,28353.477416389385,13478.028363186853,10950.270916190479,4.293010391620555e-12,20509.069802726346,14380.228074099765,1.4110928647781406e-11,0,14380.22807409978
2025-04-12,True,1811.4498534175457,2072.5638686529987,Optimal,False,0.0,0.07446730000083335,0.04047589999390766,28697.799896110624,13026.60407762787,10316.546689166667,6.452921530453182e-12,16962.58195764943,14567.98031465993,2.661959981609119e-11,0,14567.980314659957
2025-04-13,True,2072.5638686529987,1855.5479924109343,Optimal,False,0.0,0.03655429999344051,0.04044399999838788,62481.065772601905,19638.833957418672,16102.769794126985,326.239898888899,4994.88302486578,37318.906289296465,1417.294954098931,0,38736.20124339539
2025-04-14,True,1855.5479924109343,1622.603957505288,Optimal,False,0.0,0.03594510001130402,0.04019240000343416,62065.725655052905,19442.23160186851,15957.857228928575,261.35981250000737,6314.679294612981,36964.6954966,818.4699202967506,0,37783.16541689675
2025-04-15,True,1622.603957505288,1874.5621645313047,Optimal,False,0.0,0.04049230000237003,0.04141179998987354,62686.97664289144,18942.081401643645,15116.323549007939,0.5805166666753765,8722.37047358907,37345.78809961979,1.2675581417003101,0,37347.05565776149
2025-04-16,True,1874.5621645313047,1701.4179043589086,Optimal,False,0.0,0.037917099994956516,0.03903889999492094,61677.4473618739,18995.77794749608,15542.409971626983,429.0273527777928,2873.514788782592,36818.513386266124,2030.1652269781086,0,38848.678613244236
2025-04-17,True,1701.4179043589086,1981.1638716882694,Optimal,False,0.0,0.04142069999943487,0.04244039999321103,61501.82896398099,19725.24612228248,15725.677988452384,30.04117638890012,4663.959656539793,36688.25106373438,109.47620526323398,0,36797.727268997616
2025-04-18,True,1981.1638716882694,2299.3915433672837,Optimal,False,0.0,0.06619299999147188,0.040409299996099435,27438.352591551542,13064.496017914955,10295.836870000001,4.672782993875302e-12,18315.57626030326,13819.58960173442,1.7917192698252425e-11,0,13819.589601734438
2025-04-19,True,2299.3915433672837,2130.1947926208095,Optimal,False,0.0,0.03417230000195559,0.04024409998964984,26941.752359590926,12594.834967179602,10354.093399087304,4.721556479125866e-12,17916.331541498635,13569.408368018076,1.4006275694811166e-11,0,13569.40836801809
2025-04-20,True,2130.1947926208095,2050.1583648840374,Optimal,False,0.0,0.04585640000004787,0.038950399990426376,60380.84162910445,18809.991813047716,15308.126153531748,652.3238144444574,5573.5549006996025,36017.8412094471,3331.8148907456016,0,39349.656100192704
2025-04-21,True,2050.1583648840374,1549.4361289585536,Optimal,False,0.0,0.03650349999952596,0.04091480000352021,59850.96928549285,17959.659294542915,14997.974040912697,61.969573452388985,8434.34322198169,35591.682891322416,135.5950055387406,0,35727.27789686116
2025-04-22,True,1549.4361289585536,1821.2556697583802,Optimal,False,0.0,0.06791660000453703,0.03923199999553617,59982.16780191065,19142.080714890257,15260.447792341267,76.19655619048822,4023.8021188854736,35841.812915365335,166.35445960433637,0,36008.16737496967
2025-04-23,True,1821.2556697583802,1965.2196147804227,Optimal,False,0.0,0.037346199998864904,0.039964199997484684,59979.76825813737,18452.478316485398,14816.939885833333,14.907338809533861,4959.220449628168,35751.94610675261,32.226721065633264,0,35784.17282781825
2025-04-24,True,1965.2196147804227,1879.174705529543,Optimal,False,0.0,0.036012800002936274,0.0391754000011133,59065.08551863854,17926.75096659759,14598.10870126984,123.07967928572867,8769.416232596519,35272.24935702154,419.07704709874855,0,35691.326404120286
2025-04-25,True,1879.174705529543,1824.7379519409196,Optimal,False,0.0,0.056544499995652586,0.03988209999806713,26301.281768915833,12351.437502038505,10053.65745488095,5.495714994196987e-12,22003.144071758285,13043.400981102404,2.372213453449845e-11,0,13043.400981102428
2025-04-26,True,1824.7379519409196,1671.0592204206373,Optimal,False,0.0,0.04256879999593366,0.03916860000754241,26248.472869949535,12288.616149966683,10092.089939841268,8.146372465489549e-12,23981.7530264908,12991.289215333543,3.830953931860392e-11,0,12991.289215333582
2025-04-27,True,1671.0592204206373,1567.3831073624362,Optimal,False,0.0,0.07520669999939855,0.038698799995472655,56427.98863723887,19325.78938834215,15747.197906309522,889.8418708730281,5165.767842745943,33531.24589252761,3964.316157194021,0,37495.56204972163
2025-04-28,True,1567.3831073624362,1498.0741889444437,Optimal,False,0.0,0.04946310000377707,0.040002800000365824,56367.3760157035,15960.711695425724,12990.55449987103,3964.0060412797757,739.257544761918,33569.31794004332,23407.20300778911,0,56976.52094783243
2025-04-29,True,1498.0741889444437,1775.2951192526427,Optimal,False,0.0,0.04181119998975191,0.040218099995399825,57937.162535152005,18271.660497168814,14550.546165429361,192.8794544333471,6975.713941179232,34508.82867638428,822.7938850549086,0,35331.62256143919
2025-04-30,True,1775.2951192526427,1662.5769441763669,Optimal,False,0.0,0.0623803000053158,0.0389973999990616,56904.327116461885,18089.98193078924,14754.331721507933,47.38572666667691,5359.208200513925,34029.4803787197,103.15398121670765,0,34132.63435993641
2025-05-01,True,1662.5769441763669,1200.0,Optimal,False,0.0,0.06379179999930784,0.040204800010542385,56166.55454891045,18628.760618463646,15505.615350714286,2937.3234833333463,4969.353964494435,33743.23841120425,14582.458159183036,0,48325.696570387285
2025-05-02,True,1200.0,1200.0,Optimal,False,0.0,0.03482479999365751,0.040155099995899945,26562.83944392122,13271.379951205172,10749.81776047619,2296.1770329365154,12047.13420279542,13150.174422274798,12319.047036910066,0,25469.221459184864
2025-05-03,True,1200.0,1207.542795,Optimal,False,0.0,0.035870299994712695,0.04035779999685474,26992.63676490888,13040.212596234567,10555.78368745,1471.334871994447,17112.37107811876,13434.320903967633,7697.939369059516,0,21132.26027302715
